AT,Tmax,Tmin,DPT,GF,SLP,SP,Evap,K,CUPE,runoff
11.1,13.51,8.25,8.73,10.97,1020.51,1018.2,-1.4799,16.38,8.09,63.25
11.41,16.26,4.83,2.03,10.01,1025.16,1022.86,-3.848,-24.65,0,70.8125
13.77,17.1,9.8,3.64,13.58,1022.52,1020.23,-3.3225,-5.65,0.1,73.59375
15.73,20.43,11.65,6.73,15.68,1022.32,1020.04,-3.3498,-15.93,0,72.71875
12.8,17.12,9.76,7.41,12.44,1021.84,1019.54,-2.1325,12.22,0.04,70.0625
13.37,19.03,6.01,6.01,12.97,1023.15,1020.86,-3.4234,-5.62,0,66.59375
14.49,20.71,8.44,2.98,13.49,1025.26,1022.97,-4.0595,-20.96,0,63.125
15.76,20.36,11.89,7.82,15.45,1024.99,1022.7,-3.4619,-14.33,0,60.28125
15.56,18.04,14.5,14.23,15.51,1019.61,1017.34,-0.69,25.96,7.9,58.5625
14.74,18.64,10.89,13,14.3,1016.79,1014.53,-1.2792,14.04,5.19,57.53125
14.82,19.59,11.1,10.02,15.35,1020.73,1018.44,-2.8766,16.94,2.02,56.5625
11.96,14.81,10.39,5.84,11.6,1020.05,1017.75,-1.8114,13.78,0.46,56.125
15.6,20.4,11.95,10.94,15.63,1014.87,1012.62,-2.7145,18.29,0,55.53125
18.21,23.72,12.57,12.3,16.7,1017.17,1014.93,-2.7727,-2.35,41.2,54.46875
14.26,20.29,6.17,4.43,13.38,1022.86,1020.59,-3.9954,-23.69,0,52.90625
14.75,20.21,9.29,4.64,14.38,1019.67,1017.4,-3.3144,-20.24,0,50.9375
18.35,24.29,14.44,8.46,18.07,1015.85,1013.6,-3.6797,-8.76,0.03,48.71875
17.94,21.25,15.59,12.08,17.89,1014.84,1012.6,-1.8458,14.72,0.97,46.84375
18.51,20.74,16,15.67,18.22,1012.77,1010.53,-2.2129,30.86,19.46,46
17.87,18.72,17.24,16.78,17.54,1011.74,1009.5,-0.8511,20.67,22.45,46.84375
17.97,21.06,15.35,13.9,18.26,1014.52,1012.28,-2.0233,2.14,9.71,49.46875
16.38,18.98,14.76,13.17,16.69,1017.89,1015.63,-2.1499,13.88,2.76,53.59375
16.63,18.6,15.51,15.21,16.6,1019.43,1017.17,-0.788,26.75,3.3,57.875
17.94,22.05,15.92,15.65,18.13,1016.84,1014.59,-1.3088,28.53,9.54,60.65625
17.28,21.81,11.96,14.51,16.3,1017.62,1015.38,-2.1715,9.54,1.73,61.375
18.73,24.89,13.05,11.45,17.99,1015.41,1013.18,-3.7446,6.17,6.53,60.5
21.54,28.2,14.07,12.65,19.77,1006.41,1004.2,-5.2239,23.66,524.97,58.5625
22.43,30.75,13.4,14.04,21.07,1005.75,1003.54,-4.4986,21.92,998.96,56.40625
19.54,25.43,14.41,7.37,19.43,1014.07,1011.84,-4.8068,10.81,0,54.5625
17.82,22.49,13.92,5.6,17.85,1017.98,1015.72,-4.6988,9.37,47.52,52.75
22.27,27.44,18.07,16.5,22.43,1007.95,1005.74,-3.4568,27.14,10.45,52.09375
17.89,21.59,12.7,15.64,16.11,1012.62,1010.39,-2.0627,7.68,5.56,53.65625
20.64,25.98,16.1,9.26,19.9,1016.39,1014.15,-5.2173,-17.18,0,57.28125
20.31,24.91,16.14,13.84,19.35,1011.34,1009.12,-2.5453,11.02,0,63
21.4,26.53,13.98,13.43,19.88,1010.21,1008,-4.1969,-3.16,72.38,67.5
24.69,30.25,20.36,17.22,23.29,1006.08,1003.88,-4.6214,3.94,387.48,68.21875
25.73,31.85,19.3,18.68,24.9,1005.74,1003.56,-4.4069,9.28,709.65,66.03125
25.76,32.76,17.56,20.5,26.05,1004.71,1002.52,-4.1541,29.45,760.81,62.53125
18.21,19.65,16.97,17.09,19.06,1007.69,1005.46,-1.6786,33.5,14.46,59.9375
20.92,22.4,17.95,18.5,21.13,1008.93,1006.71,-1.9841,33.24,2.35,60.53125
21.48,23.27,19.67,20.04,21.91,1007.72,1005.5,-1.5794,34.66,41.17,64.90625
24.25,27.58,21.89,22.83,24.13,1003.94,1001.75,-1.9395,38.34,1346.59,82.34375
24.52,28.81,20.51,22.67,24.9,1001.38,999.2,-2.8528,37.39,831.81,224.59375
16.26,19.91,14.78,14.18,17.07,1010.18,1007.94,-2.2568,28.26,13.01,465.03125
19.84,23.54,16.37,14.04,19.97,1012.98,1010.75,-4.3931,18.7,1.64,544
20.62,23.83,17.34,15.8,19.95,1011.09,1008.87,-2.7681,20.33,2.82,497.21875
17.81,22.02,15.63,15.78,18.12,1007.99,1005.76,-2.3872,24.96,1.34,421.71875
18.62,21.86,16.16,15.17,18.29,1009.22,1006.99,-2.8104,15.99,0.97,351.625
22.89,26.33,19.52,17.9,22.48,1008.89,1006.68,-3.9814,16.44,0.95,304.125
23.69,28.7,19.34,16.98,22.47,1008.09,1005.88,-5.2471,6.52,0.56,270.5625
20.52,22.07,18.69,18.02,19.55,1010.66,1008.44,-1.8954,15.82,1.72,243.875
23.35,27.56,19.69,17.32,23.09,1011.33,1009.12,-4.7971,-4.45,0,224.1875
23.86,29.2,18.93,16.44,23.53,1009.6,1007.4,-4.6938,10.9,5.41,206.71875
19.61,20.77,18.67,18.92,18.85,1005.06,1002.85,-1.1035,18.28,1.78,193.03125
24.33,28.7,20.93,19.93,24.05,1004.91,1002.71,-4.451,-3.45,118.43,185.84375
23.78,28.92,17.36,16.28,22.28,1007.05,1004.85,-5.4516,-5.77,0.52,184.625
24.68,29.35,19.69,19.56,23.81,1005.03,1002.84,-4.1669,5.21,270.95,182.03125
26.42,31.57,21.36,20.41,25.97,1005.22,1003.03,-4.8993,13.74,919.43,173.46875
26.14,32.3,20.26,19.24,25.08,1006.03,1003.83,-4.8242,5.97,410.49,161.375
26.05,30.63,22.68,20.6,25.86,1006.25,1004.05,-4.5743,13.9,3.92,148.40625
25.34,28.92,22.7,21.92,25.35,1004.62,1002.43,-3.0517,29.33,84.18,136.40625
20.16,24.73,16.51,17.74,20.1,1006.89,1004.68,-2.1899,14.88,36.7,126.65625
23.74,28.28,19.33,16.39,23.01,1004.65,1002.46,-5.3881,-4.35,0,118.25
26.58,32.37,20.66,16.35,24.36,1002.81,1000.63,-5.75,10.26,131.01,111.34375
27.93,34.19,21.74,16.64,26.14,1006.33,1004.15,-5.5622,4.94,142.85,105.46875
27.76,35.3,21.41,17.68,25.99,1009.35,1007.16,-4.4838,-9.2,54.77,99.65625
26.41,31.63,21.8,21.12,26.07,1008.92,1006.73,-3.3603,-6.92,53.81,93.84375
27.9,32.27,25.16,23.15,28.3,1007.02,1004.83,-3.4339,27.41,663.02,88.0625
26.39,30.64,22.71,23.14,25.96,1006.78,1004.59,-2.4067,25.6,609.45,82.90625
28.38,33.7,23.65,21.89,28.55,1009.57,1007.38,-3.9382,22.36,284.09,78.03125
27.53,31.86,24.36,23.54,28.34,1009.43,1007.23,-3.3819,33.55,618.12,73.65625
25.14,26.76,24.14,23.69,25.73,1005.36,1003.16,-2.1092,35.23,505.23,73.28125
27.06,30.63,24.96,25.48,26.57,999.15,996.98,-1.8773,38.76,1428.29,82.0625
27.05,31.39,22.28,24.32,26.96,998.97,996.79,-3.9284,36.96,725.07,98.3125
24.6,26.14,23.48,22.66,25.57,1003.46,1001.27,-2.8361,37.17,47.53,119.28125
24.47,26.23,22.39,23.34,25.64,1003.68,1001.49,-1.9624,36.88,7.43,141.25
22.7,26.39,19.77,20.11,22.92,1004.05,1001.86,-2.821,29.94,15.05,159.46875
22.95,25.89,20.06,19.62,23.08,1003.16,1000.96,-3.3751,-5.03,0.1,168.5625
25.58,29.43,21.09,20.41,25.26,1003.13,1000.95,-4.7251,-6.9,0.04,168.25
26.24,31.22,20.56,19.46,25.52,1004.97,1002.79,-5.6801,3.42,3.28,162.125
26.33,32.29,19.96,18.58,25.01,1008.14,1005.95,-5.8647,8.83,18.88,152.59375
28.26,33.32,24.1,17.78,26.42,1009.14,1006.95,-6.1205,16.47,4.29,141.28125
28.33,33.22,24.46,19.75,27.33,1006.95,1004.77,-6.0049,13.62,27.36,129.6875
25.61,29.78,23.5,22.09,24.97,1005.26,1003.07,-2.4768,28.86,87.2,120.125
25.66,27.65,23.93,24.01,25.36,1003.99,1001.8,-2.2424,36.17,55.27,113.1875
26.25,28.98,24.21,24.44,25.47,1002.36,1000.17,-2.7775,29.55,149.3,110.46875
27.45,30.92,24.49,23.62,26.9,1003,1000.82,-4.4298,20.43,30.01,113.46875
28.05,31.92,24.61,23.32,27.59,1002.7,1000.53,-4.8245,24.6,76.26,118.96875
27.66,31.14,23.99,23.63,27.58,1003.1,1000.92,-3.7689,25.52,396.31,121.4375
28.26,31.56,25.69,23.46,27.71,1003.11,1000.93,-5.0483,23.83,33.39,118.75
26.61,29.71,24.94,24.65,26.28,1001.35,999.17,-3.5892,36.59,165.08,118.9375
25.75,28.51,23.82,23.83,25.89,1002.69,1000.51,-3.8522,29.37,15.93,146
23.74,25,22.64,23,23.87,1006.72,1004.52,-1.9788,37.71,157.31,236.03125
25.65,26.7,24.68,24.84,26.51,1005.64,1003.45,-1.2198,40.05,465.26,402.375
28.39,31.25,26.07,26.35,27.71,1005.18,1003,-2.2791,36.74,1382.99,517.84375
27.78,30.42,25.28,26.27,28.14,1006.1,1003.92,-2.9776,37.17,1421.95,527.875
24.74,27.46,23.39,23.95,24.83,1006.11,1003.91,-1.9401,34.68,979.13,491.875
28.22,32.38,25.7,25.47,27.85,1005.46,1003.28,-3.8011,35.45,2925.16,459.75
29.28,33.18,26.84,26.3,29.02,1006.61,1004.43,-3.5634,39.83,3144.26,439.0625
31.45,35,28.23,26.63,29.83,1005.91,1003.74,-5.2395,31.34,2882.42,419.78125
31.76,34.93,28.77,24.79,29.53,1002.76,1000.6,-6.0172,31.94,1489.91,393.5625
31.11,34.09,28.46,25.75,29,1002.81,1000.64,-6.0127,38.1,1546.31,358.90625
31.92,36.95,27.33,26.06,30.33,1004.99,1002.83,-6.301,36.16,3359.3,322.90625
30.11,35.78,27.25,25.57,30.01,1007.43,1005.25,-5.4201,38.99,3619.29,295.125
27.01,30.63,25.14,24.7,27.09,1007.45,1005.26,-2.635,36.29,2759.35,277.95312
26.05,27.67,24.65,24.34,25.96,1005.84,1003.65,-2.1412,33.58,1219.14,288.01562
27.84,31.77,24.99,24.64,27.57,1005.75,1003.57,-4.4749,34.17,1477.33,339.5625
28.89,32.51,26.63,24.9,28.13,1007.14,1004.95,-5.7185,29.64,888.03,391.0625
29.83,33.47,26.73,25.34,28.43,1008.21,1006.02,-5.3071,32.66,1151.5,399.82812
28.62,32.36,24.78,23.79,27.36,1007.92,1005.73,-5.8072,8.6,80.05,373.76562
28.82,32.01,25.91,24.53,27.17,1006.25,1004.07,-5.0135,27.06,173.06,332.125
28.89,32.68,25.67,24.4,27.4,1005.22,1003.04,-5.5387,29.95,542.6,289.9375
27.95,30.34,26.28,24.79,26.86,1003.35,1001.17,-3.6779,31.28,433.22,258.03125
26.85,28.77,26.04,24.54,25.34,998.51,996.33,-3.2672,35.68,44.84,247.65625
25.9,26.59,25.54,25.11,25.19,992.61,990.45,-2.2361,38.99,128.79,273.23438
25.59,26.18,24.88,25.37,25.12,989.03,986.87,-1.0994,39.34,127.55,394.8125
26.22,29.45,24.15,24.94,24.88,993.06,990.9,-2.0109,35.61,239.9,572.09375
26.06,28.73,22.6,23.03,25.3,998.11,995.94,-3.6369,24.74,15.8,658.03125
28.72,33.09,24.9,24.32,27.7,998.81,996.65,-5.4389,27.38,255.44,652.90625
29.38,34.04,25.75,26.19,28.71,997.93,995.77,-4.5572,30.37,1881.25,612.7969
29.55,33.44,25.8,25.7,28.54,998.83,996.67,-5.2051,25.05,1982.89,569
29.62,33.7,25.74,25.26,28.35,1001.76,999.58,-5.3654,26.65,860,530.875
29.01,31.55,26.89,25.83,28.1,1004.15,1001.97,-4.68,31.14,834.16,495.20312
29.39,33.22,25.76,25.49,28.13,1003.41,1001.23,-5.0625,24.34,681.12,450.70312
29.24,32.63,26.15,25.5,27.97,1001.71,999.54,-4.3462,30.51,436.7,401.92188
29.31,32.96,26.09,24.86,28.09,1001.53,999.36,-5.0894,30.53,274.91,356.78125
28.62,32.45,24.7,24.35,27.18,1003.86,1001.68,-4.1434,26.27,166.18,321.5
28.9,33.16,25.12,23.89,27.76,1005.06,1002.88,-5.3235,13.33,43.7,294
28.19,30.76,25.61,24.85,27.27,1005.02,1002.84,-2.4385,23.74,178.29,270.35938
28.61,31.9,26.23,24.58,28.12,1005.73,1003.54,-4.8362,32.83,193.74,247.59375
27.34,30.25,25.14,25.09,26.74,1007.98,1005.79,-2.7193,28.84,354.35,226.85938
25.92,27.04,24.8,24.16,25.05,1006.81,1004.62,-1.8729,29.82,53.86,224
23.64,26.45,22.15,22.57,23.38,1005.44,1003.24,-2.0034,32.1,73.72,265.40625
24.8,27.07,22.91,22.77,24.36,1008.57,1006.37,-2.4488,29.84,45.91,329.45312
25.46,27.12,24.21,23.45,24.96,1011.19,1008.99,-2.9756,34.53,14.68,367.60938
25.43,28.4,23.32,23.49,24.86,1011.54,1009.33,-2.7819,30.42,22,356.71875
26.99,31.17,23.2,23.35,25.73,1010.31,1008.11,-4.3474,22.08,157.38,322.5625
27.2,31.2,23.51,23.5,26.56,1009.02,1006.82,-4.396,22.26,307.8,287.10938
27.83,31.84,25.01,23.33,27.07,1007.29,1005.1,-4.7189,14.83,48.06,254.625
26.78,29.91,24.66,24.94,26.1,1004.87,1002.68,-2.8808,32.22,476.82,229.625
26.89,30.59,24.13,23.9,26.75,1006.21,1004.02,-3.8829,10.62,23.55,217.1875
28.51,31.37,26.72,25.32,27.41,1004.45,1002.27,-3.4684,21.22,310.29,216.98438
27.49,32.01,24.17,25.03,27.08,1001.5,999.32,-4.0711,37.01,918.69,214.89062
24.85,27.95,22.26,22.92,24.33,1004.22,1002.03,-2.9569,23.76,52.01,207.78125
26.9,31.18,23.67,22.91,26.37,1008.62,1006.43,-4.9544,2.47,14.02,211.75
25.75,31.71,21.35,21.59,25.7,1011.63,1009.43,-4.087,34.44,63.66,224.70312
24.34,26.57,22.45,22.21,24.36,1012.9,1010.68,-2.8579,36.96,89.84,225.14062
25.98,29.01,24.1,24.08,26.2,1012.09,1009.89,-2.491,35.45,246.93,213.34375
27.15,31.47,25.14,24.92,27.18,1012.05,1009.85,-3.4234,36.01,1640.4,197.71875
29.25,34.24,26.32,26.48,28.72,1011.19,1009,-3.8634,33.49,2528.8,182.45312
30.69,35.94,26.6,26.05,29.2,1010.26,1008.08,-4.9689,29.55,1333.61,170.75
27.73,31.57,24.58,25.43,28.05,1010.2,1008.01,-3.7514,34.64,1472.24,163.85938
25.13,27.12,23.42,23.75,25.23,1008.59,1006.39,-2.6796,28.62,134.51,160.79688
26.56,29.41,24.26,22.52,26.07,1008.21,1006.01,-3.6067,13.08,33.4,161.17188
26.75,28.98,25.43,24.97,26.45,1008.34,1006.14,-2.0066,36.55,1025.4,161.07812
25.79,28.88,22.74,23.18,26.19,1011.65,1009.44,-3.6211,32.98,377.2,155.90625
24.67,27.86,22.1,21.09,24.8,1013.62,1011.41,-4.1065,29.74,5.55,146.59375
24.19,27.07,21.15,20.74,23.67,1013.5,1011.28,-2.8846,23.1,29.06,135.625
25.4,28.97,23.06,21,24.85,1011.69,1009.48,-3.4611,21.07,10.94,124.0625
27.27,31.01,23.93,23.59,25.89,1010.29,1008.1,-3.5992,18.75,357.11,112.578125
27.28,32.2,22.26,22.52,27.04,1010.3,1008.1,-4.4134,7.65,589.05,101.59375
27.57,32.43,24.28,23.28,26.79,1008.8,1006.6,-4.1349,1.61,646.18,91.5625
26.37,30.74,23.8,21.55,25.68,1009.33,1007.12,-4.5958,11.69,0.6,82.5625
25.87,28.35,23.89,22.33,25.3,1010.86,1008.65,-2.7914,24.71,13.33,75.046875
24.75,28.8,21.08,20.2,23.91,1014.45,1012.24,-3.8062,-0.94,0,68.875
24.87,29.17,21.14,20.64,24.24,1013.42,1011.2,-3.6807,8.19,0.32,63.875
23.63,29.11,18.71,19.14,22.73,1011.44,1009.23,-3.6661,-11.58,0,60.046875
24.84,29.6,21.13,19.95,24.16,1013.09,1010.88,-3.4249,15.35,1.32,57.03125
25.7,30.47,22.02,19.96,25.07,1012.71,1010.49,-3.9753,18.27,0,54.46875
27.38,32.51,20.38,23.48,27.37,1007.16,1004.98,-3.9407,33.22,541.59,52.25
22.23,25.91,19.37,18.19,21.21,1007.98,1005.77,-2.8789,19.69,1.4,51.046875
26.19,31.61,21.68,19.7,24.49,1007.76,1005.56,-4.1883,16.22,264.54,50.789062
26.67,34.14,20.53,19.95,24.93,1011.98,1009.79,-3.8727,11.66,149.83,51.148438
27.58,34.89,22.42,19.13,25.94,1015.82,1013.62,-4.4507,4.81,69.96,51.3125
26.4,32.43,21.52,19.31,25.29,1015.89,1013.67,-4.0108,-4.78,0,50.648438
25.63,29.68,22.55,19.98,24.63,1014.65,1012.43,-2.5863,31.43,6.43,49.632812
25.94,31.48,21.37,20.12,25.67,1013.17,1010.96,-3.3357,32.3,4.21,48.445312
26.03,29.57,23.92,21.98,26,1012.39,1010.19,-2.364,32.29,54.41,47.492188
26.21,30.59,22.84,22.51,26.55,1008.98,1006.78,-2.2129,36.4,458.62,47.773438
21.7,24.76,18.13,20.48,21.25,1010.49,1008.28,-1.575,8.77,48.66,49.820312
22.83,28.29,18.83,18.14,22.25,1010.11,1007.91,-3.1895,-11.46,8.55,53.140625
24.63,30.45,20.37,19.86,24.23,1010.21,1008.01,-3.1888,3.16,687.72,56.945312
27.32,32.8,23.48,21.29,26.44,1011.12,1008.92,-3.6406,13.16,1107.68,59.40625
28.75,35.21,23.92,21.56,27.19,1011.98,1009.79,-3.9626,14.2,375.26,59.054688
27.65,34.34,22.27,21.09,26.63,1015.03,1012.83,-3.6992,4.36,9.54,56.617188
24.71,30.48,19.84,21.19,25.91,1017.07,1014.85,-3.1432,-14.59,51.8,53.554688
24.27,28.55,21.73,21.46,25.52,1014.84,1012.63,-2.6237,12.97,80.95,50.820312
20.51,21.62,19.76,20.24,21.92,1015.65,1013.42,-1.3284,28.9,38.87,49.523438
22.06,23.8,20.25,21.22,22.82,1016.41,1014.19,-0.9851,31.77,22.19,49.539062
24.86,28.33,22.65,22.89,25.42,1016.25,1014.04,-1.6583,34.88,228.88,50.234375
19.47,27.3,14.97,17.29,19.27,1020.44,1018.19,-4.03,31.1,24.85,51.554688
17.2,20.96,14.78,11.98,17.26,1023.02,1020.76,-2.5178,12.07,0.3,53.015625
19.23,22.73,17.17,12.84,19.23,1022.14,1019.89,-3.1937,18.32,0,54.210938
21.96,24.24,18.89,19.23,22.35,1019.13,1016.89,-1.558,35.47,13.01,55.007812
22.17,25.79,17.79,21.21,22.19,1017.37,1015.14,-1.229,36.84,26.22,56.382812
17.35,18.82,15.74,16.7,17.05,1021.31,1019.05,-2.0047,25.94,19.46,59.5
12.5,16.04,8.15,8.25,12.03,1032.08,1029.76,-2.2891,-15.71,9.57,64.42969
11.93,16.03,9.01,6.79,12.12,1028.77,1026.46,-2.3957,-30.64,0.05,72.00781
13.54,17.93,10.11,9.11,13.17,1022.77,1020.49,-1.995,2.71,0.01,81.08594
14.5,16.97,12.15,8.88,14.68,1025.51,1023.22,-2.0447,1.71,0.22,86.80469
10.83,12.47,8.64,8.64,10.65,1024.52,1022.21,-1.2177,5.13,14.18,87.39844
12.35,16.45,9.29,8.47,12.86,1025.29,1022.99,-2.0051,-5.55,1.98,84.296875
12.95,18.04,9.45,7.85,12.04,1028.47,1026.18,-2.4531,-23.07,0,80.25781
15.02,19.91,12.09,8.85,14.54,1027.55,1025.26,-2.4944,-14.27,0.04,76.625
15.45,20.76,11.3,10.41,14.89,1025.15,1022.87,-1.8235,-1.27,8.83,72.78906
15.12,21.13,10.12,10.46,14.42,1022.25,1019.99,-1.8569,-11.63,6.6,68.30469
16.85,21.75,13.83,12.49,16.68,1021.11,1018.86,-1.7228,2.46,7.21,63.523438
17.02,22.15,13.47,11.65,16.32,1023.37,1021.11,-2.2793,4.67,2.33,58.953125
15.45,21.6,10.34,9.52,14.33,1024.34,1022.08,-2.2037,3.82,0,55.078125
16.12,21.34,11.57,10.36,15.46,1022.98,1020.72,-2.011,2.53,0,52.007812
16.03,23.06,10.75,10.56,15.15,1023.81,1021.55,-2.0265,-0.55,0,49.703125
17.32,23.77,12.83,11.19,16.2,1024.56,1022.3,-2.0055,3.14,2.24,47.984375
17.45,22.59,13.65,12.76,17.13,1025.45,1023.17,-1.9311,18.28,20.83,46.648438
15.44,20.03,11.82,11.66,14.95,1023.13,1020.86,-1.3124,19.4,1.99,45.75
16.04,22.05,11.39,12.3,15.59,1019.48,1017.23,-1.5819,9.57,0,45.085938
17.71,21.5,13.93,14.04,17.43,1016.14,1013.89,-1.5146,20.48,1.22,44.828125
17.88,19.97,16.38,16.56,17.89,1012.78,1010.54,-0.9584,27.92,23.78,45.335938
18.01,21.06,16.39,15.85,17.49,1016.41,1014.17,-1.0328,24.51,25.08,46.671875
7.41,18.71,2.63,3.81,6.74,1023.51,1021.15,-2.4722,-1,3.06,49.8125
4.91,9,1.89,-2.46,5.24,1025.97,1023.61,-2.1832,-38.16,0,54.09375
8.59,13.89,4.9,-0.32,8.17,1020.66,1018.34,-2.1351,-8.75,0,58.773438
9.27,15.55,4.7,0.82,7.99,1019.62,1017.32,-2.0268,-1.74,0,63.390625
10.39,17.51,6.16,1.67,8.95,1022.49,1020.19,-1.9364,-4.51,0,65.8125
10.43,17.6,5.53,2.88,9.49,1022.57,1020.28,-1.7896,-1.57,0,64.96875
11.4,19.24,6.24,3.55,10.04,1020.36,1018.09,-1.781,-0.1,0,61.757812
11.86,20.65,6.31,4.72,9.91,1021.06,1018.79,-1.5644,-21.26,0,57.648438
14.16,21.42,9.5,4.93,12.27,1021.15,1018.89,-1.6595,-11.39,0,53.632812
13.53,20.65,8.77,6.92,12.53,1023.83,1021.55,-1.6346,-0.49,0,50.289062
12.94,17.93,8.16,9.5,11.28,1021.96,1019.68,-0.9515,7.06,0.01,47.828125
13.15,19.23,9.26,9.53,12.35,1017.47,1015.2,-1.1149,-9.15,0.04,46.054688
14.62,20.66,10.39,10.9,14.07,1017.22,1014.96,-1.0685,-5.01,1.57,44.773438
16.04,20.14,12.03,12.02,15.58,1017.17,1014.91,-1.4314,17.6,4.66,44.296875
11.48,16,5.72,4.78,11.1,1022.49,1020.18,-1.7778,-4.67,1.77,44.78125
3.9,8.5,-0.44,-5.89,3.53,1028.56,1026.18,-1.9429,-43.19,0,46.140625
4.83,10.45,1.6,-4.27,4.86,1025.71,1023.36,-1.6011,-27.94,0,47.9375
9.42,16.66,4.26,1.21,8.22,1020.74,1018.44,-1.5173,-26.36,0,49.015625
9.21,18.05,1.66,3.23,7.64,1022.51,1020.22,-1.1637,-23.16,0,48.78125
9.98,17.03,4.9,3.9,8.96,1029.27,1026.96,-1.1478,-21.7,0,47.554688
10.95,16.46,7.01,5.67,10.19,1031.42,1029.09,-1.2082,-19.62,0,45.914062
12.29,18.24,7.49,8.46,11.08,1026.62,1024.32,-0.8903,4.66,0.24,44.359375
12.75,18.84,7.16,8.53,12.3,1023.5,1021.2,-1.3319,9.36,2.24,43.0625
6.47,11.67,0.79,-2.18,5.68,1028.85,1026.49,-1.5838,-34.85,0,41.953125
3.43,9.25,-0.53,-4.91,2.33,1029.97,1027.6,-1.2557,-29.95,0,41.125
6.1,12.43,0.97,-3.23,4.86,1023.53,1021.19,-1.308,-19.59,0,40.445312
6.53,14.75,1.71,-0.19,4.63,1026.42,1024.09,-1.0303,-19.62,0,39.898438
7.14,15.54,1.48,0.04,6.14,1028.13,1025.81,-0.9224,-14.61,0,39.484375
7.56,15.96,1.56,2.24,6.05,1025.94,1023.62,-0.8294,-22.97,0,39.09375
9.01,17.41,3.72,2.01,7.87,1027.87,1025.55,-0.9349,-29.39,0.01,38.710938
9.54,13.98,5.32,4.64,9.51,1031.27,1028.93,-0.8178,-45.82,0.02,38.25
10.81,14.31,6.84,5.73,9.87,1028.74,1026.42,-0.8731,-23.42,0,37.75
8.62,16.02,2.91,5.55,8.11,1026.85,1024.54,-0.8877,-7.4,0,37.367188
10.18,15.68,4.84,5.58,9.25,1027.39,1025.06,-0.9034,-19.64,0,37.03125
10.26,12.82,7.87,6.59,9.7,1028.74,1026.41,-0.8292,10.83,4.83,36.78125
6.19,10.52,1.38,2.41,4.99,1033.1,1030.73,-0.9079,1.35,1.53,36.71875
5.28,10.12,2.48,-0.82,5.07,1027.47,1025.11,-1.026,-6.29,0,36.828125
7.28,13.47,3.51,3.44,6.82,1021.19,1018.88,-0.8355,-16.23,0,37.046875
11.59,15.14,5.66,7.84,10.5,1019.82,1017.52,-0.5462,20.94,19.09,37.3125
9.07,11.84,2.98,5.31,8.03,1025.18,1022.85,-0.6938,6.1,12.01,37.546875
2.27,8.07,-3.06,-6.79,1.57,1034.66,1032.25,-1.301,-53.62,0,37.59375
1.92,7.34,-1.53,-6.22,1.61,1030.27,1027.89,-1.04,-36.47,0,37.421875
6.35,13.1,0.2,-2.79,5.07,1024.45,1022.12,-1.0392,-27.63,0,37.09375
8.22,16.49,2.74,-0.81,6.54,1019.36,1017.06,-1.0627,-16.23,0,36.59375
7.69,17.08,0.45,2.02,6.26,1020.3,1018.01,-0.8261,-27.71,0,36.078125
7.96,16.37,2.78,3.38,7.52,1022.66,1020.35,-0.6943,-31.66,0.01,35.59375
8.15,14.03,3.23,5.22,7.37,1020.3,1017.98,-0.5741,-18.27,0.24,35.125
2.29,8.3,-2.27,-0.45,2.52,1031.74,1029.33,-0.7838,-0.16,5.71,34.71875
-2.14,0.57,-4.65,-9.16,-1.62,1041.77,1039.29,-0.9417,-23.83,0.43,34.265625
-3.18,-0.11,-6.1,-13.18,-2.23,1041.56,1039.08,-0.889,-59.1,0,33.84375
-0.57,3.93,-4.54,-10.71,-1.5,1035.36,1032.93,-0.708,-32.5,0,33.46875
1.66,6.34,-1.11,-7.83,0.78,1027.76,1025.37,-0.7171,-12.88,3.89,33.09375
3.2,10.18,-3.75,-5.98,1.96,1029.58,1027.2,-0.8695,-30.73,0,32.671875
2.5,10.08,-4.37,-7.09,1.02,1032.68,1030.31,-0.7443,-41.09,0,32.28125
5.37,9.93,-2.75,-4.52,3.51,1031.92,1029.54,-0.6941,-39.18,0,31.875
3.08,10.46,-2.23,-1.7,2.25,1028.18,1025.83,-0.5862,-18.56,0,31.515625
4.32,10.57,-0.78,-0.91,3.93,1028.42,1026.05,-0.6171,-20.75,0,31.1875
5.52,13.03,0.2,0.68,5.12,1025.91,1023.58,-0.6953,-12.33,0.68,30.859375
6.69,9.3,3.53,3.88,6.46,1024.41,1022.06,-0.8584,13.6,8.27,31.546875
3.48,5.08,1.44,3.02,2.78,1027.75,1025.36,-0.4663,5.68,1.62,34.125
3.82,7.41,1.01,0.35,4.07,1032.98,1030.59,-0.836,-9.36,0.03,39.09375
4.08,7.46,1.29,-0.35,5.02,1030.48,1028.1,-0.7555,-6.25,1.06,46.890625
5.26,8.27,1.03,1.03,5.7,1026.6,1024.23,-0.605,-7.54,1.31,54.59375
5.2,7.78,2.86,1.58,5.88,1024.14,1021.79,-0.6204,0.68,7.55,58.40625
4.86,7.42,0.95,2.09,4.75,1025.54,1023.17,-0.6732,-3.52,3.75,57.984375
1.88,6.49,-1.34,-4.04,2.99,1028.13,1025.74,-1.0288,-37.97,0,54.875
4.08,8.72,-0.87,-1.61,4.3,1025.73,1023.36,-1.0119,-26.68,0.3,50.65625
-0.41,4.77,-4.22,-7.82,-0.5,1030.34,1027.93,-1.1125,-51.46,0,46.296875
1.86,4.31,-2.84,-3.58,0.7,1024.86,1022.48,-0.6141,-17.04,0.01,42.390625
