AT,Tmax,Tmin,DPT,GF,SLP,SP,Evap,K,CUPE,runoff
5,10.06,1.36,0.72,4.32,1025.47,1023.12,-0.8252,-16.84,0,39.125
5.59,9.96,2.4,0.31,5.46,1028.69,1026.32,-0.8763,-14.28,0,36.5
5.54,11.11,1.12,1.71,5.66,1029.41,1027.04,-0.8593,-6.4,0,34.515625
4.9,11.07,0.22,1.73,4.69,1025.24,1022.89,-0.8309,1.11,0.06,33.046875
6.6,11.82,1.6,2.37,7.55,1026.54,1024.18,-0.8959,-5.99,1.52,31.875
3.59,6.71,1.49,-1.96,4.03,1029.62,1027.22,-0.8727,-18.81,1.06,30.90625
6.21,8.4,2.39,0.39,6.36,1025.14,1022.78,-0.9198,14.41,1.14,30.0625
7.16,7.84,5.58,5.98,6.77,1020,1017.66,-0.6248,24.8,5.98,29.875
5.1,6.61,2.26,4.31,4.47,1022.38,1020.01,-1.0502,21.53,1.35,31.25
3.03,4.77,1.55,1.16,2.83,1024.84,1022.44,-0.8136,16.5,0.94,35.03125
4.69,6.41,2.89,1.27,4.87,1025.21,1022.84,-0.6932,15.06,0.93,42.78125
3.66,5.23,2.76,1.97,3.53,1026.16,1023.77,-0.9428,13.56,3.65,54.84375
3.61,5.82,1.88,0.72,3.23,1029.26,1026.87,-1.1406,5.44,1.91,67.40625
2.61,4.64,0.96,-1.22,3.02,1028.43,1026.03,-0.8723,-3.35,0.06,78.6875
2.06,4.36,-1.42,-3.24,2.45,1025.75,1023.36,-0.977,-2.6,0.44,88.625
2.14,7.38,-2.26,-2.31,1.87,1027.72,1025.34,-1.1969,-11.12,0.04,94.40625
4.13,8.02,-0.74,-1.51,4.08,1028.31,1025.93,-1.0342,-7.89,0.23,94.46875
3.51,7.44,1.05,-5.4,3.51,1031.41,1029.01,-1.4544,-13.12,0.1,89.875
2.32,4.96,0.13,-1.06,2.52,1030.35,1027.94,-0.7429,2.03,0.18,82.96875
1.8,5.52,-2.35,-1.28,1.68,1028.85,1026.46,-0.8424,-13.67,0.18,75.5625
2.65,8.13,-1.93,-1.93,2.27,1030.63,1028.24,-1.1566,-17.5,0.03,68.5
1.48,5.69,-2.24,-6.98,1.7,1034.05,1031.64,-1.4645,-33.83,0,62.0625
3.27,6.27,-0.63,-6.36,3.39,1030.59,1028.18,-1.3379,-16.45,0.16,56.25
0.82,1.47,0.15,0.38,0.37,1028.17,1025.76,-0.3223,3.54,2.26,51.75
2.29,4.79,0.17,0.07,1.96,1029.31,1026.92,-0.6241,0.79,0.92,49.28125
2.31,4.37,-0.29,-0.2,1.18,1026,1023.62,-0.6015,3.85,0.06,49.75
4.66,7.52,0.27,1.14,4.71,1025.14,1022.77,-0.8109,-10.69,1.14,53.21875
4.81,5.82,3.59,2.66,4.18,1024.95,1022.58,-0.7255,11.39,4.97,59.59375
6.24,8.47,4.08,2.7,5.55,1023.68,1021.33,-0.7249,10.17,1.8,66.90625
6.22,8.89,1.94,2.37,5.43,1023.33,1020.99,-0.8196,-4.26,1.54,73.78125
6.5,9.9,3.65,2.15,6.87,1025.6,1023.24,-1.0221,-0.26,4.73,79.03125
4.36,5.64,3.09,0.97,5.04,1025.66,1023.28,-0.8171,-7.75,10.29,80.65625
3.9,6.84,0.88,-0.72,4.78,1026.76,1024.38,-0.9729,-6.91,4.77,78.28125
1.38,2.51,0.69,-2.73,1.94,1028.77,1026.36,-0.8393,-1.37,0.1,73.25
2.54,4.92,0.64,0.55,2.94,1028.34,1025.94,-0.8777,5.66,0.7,67.59375
1.11,5.3,-3.84,-5.14,0.73,1033.08,1030.67,-1.3635,-20.18,0.18,62.71875
1.05,5.64,-2.36,-8.46,1.07,1033.23,1030.83,-1.4488,-39.64,0,59.625
3.4,8.62,-0.96,-5.64,2.98,1032.33,1029.96,-1.4997,-16.35,0,57.875
5.27,9.09,1.26,-1.37,5.47,1034.44,1032.05,-1.1352,-7.06,4.36,56.09375
3.12,8.52,-1.95,-2.8,2.58,1035.26,1032.86,-1.3685,-13.29,0.07,53.59375
4.49,10.4,-0.42,-3.43,4.23,1031.88,1029.5,-1.6215,-13.52,0,50.4375
6.74,14.05,0.78,-1.54,5.72,1025.64,1023.3,-1.7684,-33.97,0,47.09375
9.5,17.28,2.64,0.58,7.79,1023.8,1021.48,-2.0297,-26.68,0,43.96875
10.66,15.84,4.68,0.27,9.57,1020.9,1018.58,-2.1035,-22.96,3.27,41.03125
15.24,21.39,9.31,8.44,13.75,1016.35,1014.09,-1.7805,19.23,0.65,38.46875
9.73,15.21,2.84,3.69,8.98,1022.46,1020.14,-1.9323,-9.1,0.24,36.625
10.37,16.4,5.6,2,9.23,1020.29,1018.01,-2.1366,-7.43,0,35.4375
14.29,21.15,9.09,5.11,12.75,1016.09,1013.83,-2.2537,-4.17,0,34.625
14.56,22.52,7.82,5.72,12.44,1015.4,1013.14,-2.6497,-1.33,0,33.96875
10.79,16.18,6.23,-3.82,10.31,1022.5,1020.18,-2.8138,-13.63,0,33.125
9.77,13.42,6.74,-0.6,9.51,1023.39,1021.06,-2.0016,-4.17,0,32.3125
11.01,16.1,6.72,4.9,10.5,1020.97,1018.67,-1.8774,-1.2,0,31.6875
13.89,20.5,8.78,6.18,12.3,1018.04,1015.77,-2.1818,-11.23,0,31.125
15.29,21.97,9.52,5.67,14,1017.6,1015.33,-2.4259,-2.44,0,30.5625
17.93,24.51,11.56,9.43,16.13,1013.66,1011.43,-2.3478,10.88,0,30.03125
18.59,26.07,12.11,11.46,17.94,1014.39,1012.15,-2.4549,6.5,0.01,29.5
21.29,28.27,13.65,13.99,19.44,1009.49,1007.28,-2.3916,24.38,56.64,28.9375
19.98,25.35,16.21,15.83,20.23,1010.85,1008.62,-2.0364,6.73,797.8,28.4375
15.72,20.79,10.25,9.12,15.29,1015.55,1013.28,-1.7834,-14.14,80.64,28.3125
17.85,23.07,11.86,11.7,17.7,1011.34,1009.11,-1.9938,17.31,75.02,28.21875
18.45,28.11,8.58,12.75,19.46,1010.75,1008.5,-3.6204,32.23,222.6,28.59375
6.89,8.57,5.8,4.76,7.54,1015.12,1012.79,-2.0097,23.72,7.85,31.9375
9.9,11.51,5.6,5.48,11.64,1013.14,1010.84,-1.7678,10.57,0.16,42.4375
7.87,11.57,4.75,3.27,9.6,1018.34,1016.01,-2.8542,5.02,1.33,67.375
5.47,6.51,4.64,4.25,5.66,1021.34,1018.98,-1.4369,14.26,2.2,114.78125
5.78,6.5,4.84,4.7,5.51,1022.85,1020.49,-1.3317,9.97,2.33,252.5625
8.33,11.4,5.21,4.07,8.43,1023.88,1021.55,-1.5824,3.43,0,476.25
9.67,13.54,5.92,5.03,10.12,1019.02,1016.72,-2.3745,-11.54,0.27,575.96875
14.55,18.11,9.39,9.75,14.73,1011.06,1008.8,-3.1537,9.22,32.04,563.40625
13.61,15.94,11.25,12.2,12.62,1007.76,1005.5,-0.8046,20.99,14.91,548.4375
13.18,17.03,9.23,6.49,12.39,1018.14,1015.86,-2.7814,-27.85,0,538.71875
12.43,17.53,8.16,4.37,11.83,1022.8,1020.49,-2.9439,-12.38,0.05,504.75
12.13,16.91,7.97,6.58,11.62,1023.31,1021,-2.6926,-9.23,1.42,443.34375
15.26,20.86,10.68,10.12,14.26,1017.8,1015.53,-3.0798,-2.58,0,370.28125
16.79,22.62,11.46,11.67,16.57,1021.92,1019.64,-2.8388,7.97,0.71,313.03125
10.5,12.99,8,4.6,9.41,1031.57,1029.23,-1.6555,-15.2,0.08,284.625
9.16,13.67,4.41,1.76,8.59,1032.25,1029.91,-2.9291,-35.86,0,265.65625
10.93,16.34,5.59,2.51,10.7,1029.03,1026.71,-3.3468,-6.74,0.31,245.4375
12.62,18.07,7.75,4.32,11.99,1028.17,1025.86,-3.4528,-24.28,0,224.25
14.88,19.71,11.52,5.05,14.08,1024.68,1022.39,-3.6526,-36.94,0,203.5625
16.02,22.99,9.95,8.93,14.25,1020.11,1017.86,-3.2054,10.07,0,184.59375
17.94,25.48,11.99,9.32,16.36,1019.33,1017.09,-3.8838,13.91,9.55,167.5625
18.71,25,12.96,12.4,17.97,1017.98,1015.75,-3.5876,17.39,106.03,152.375
21.47,30.28,13.92,11.77,18.93,1013.84,1011.62,-4.4748,6.97,14.31,138.78125
22.54,29.9,15.83,10.6,19.98,1010.33,1008.12,-4.4602,2.3,0.28,126.53125
22.31,29.5,15.76,13.36,19.89,1009.18,1006.98,-4.0295,18.4,30.44,115.65625
24.5,31.77,17.9,15.95,22.53,1008.06,1005.87,-4.2175,12.08,178.38,105.96875
19.56,28.67,11.43,12.72,20.01,1010.33,1008.1,-4.4322,28.9,190.93,98.0625
10.74,11.98,9.54,8.41,10.3,1013.68,1011.39,-2.054,23.96,3.62,96.3125
14.29,17.88,11.9,9.1,14.39,1019.51,1017.22,-3.2133,2.41,0.54,107.75
14.24,17.86,10.79,5.46,13.52,1023.01,1020.72,-3.3628,-11.46,0,134.46875
12.57,16.25,6.74,5.19,12.12,1021.5,1019.21,-2.8388,-25.4,0,156.75
15.64,19.09,12.59,6.09,15.12,1019.32,1017.05,-3.706,-8.49,0,161.8125
16.52,20.94,11.89,9.38,15.15,1018.85,1016.6,-3.2049,13.7,2.57,155.09375
17.08,23.05,10.94,9.97,15.87,1017.78,1015.54,-3.4476,7.89,1.55,143.75
18.66,23.68,14.3,11.83,17.66,1011.97,1009.74,-3.2862,12.15,1.77,131.46875
20.92,26.1,15.03,14.13,19.36,1009.14,1006.93,-4.1297,-5.17,0,119.5625
22.82,29.04,17.55,16.49,22,1009.94,1007.73,-3.8282,12.53,9.62,109.03125
20.27,25.02,15.92,16.96,20.62,1009.76,1007.54,-3.1817,15.08,2.56,102.46875
22.45,26.88,19.07,18.65,22.09,1007.02,1004.81,-3.5244,19.27,22.95,100.59375
19.78,22.59,18.14,19.01,19.15,1002.5,1000.29,-1.0387,34,94.48,103.0625
20.15,23.76,18.35,17.32,20.01,1010.15,1007.92,-3.5806,10.78,0.81,109.3125
17.61,21.2,13.66,9.83,17.29,1015.98,1013.73,-4.5931,10.23,0.35,119.40625
13.28,18.22,9.39,9.41,14.26,1015.95,1013.68,-4.1128,19.03,4.61,129.46875
13.97,15.54,11.88,9.92,14.95,1020.47,1018.19,-3.0649,-26.91,11.86,135.34375
14.42,16.31,11.28,10.48,14.42,1020.6,1018.33,-1.816,6.45,10.03,140.90625
15.87,20.55,11.37,9.88,15.5,1018.3,1016.05,-3.7089,-5.71,0.92,144.71875
18.82,25.17,13.29,11.35,17.69,1017.6,1015.37,-4.766,17.42,104.12,141.9375
20.78,27.27,13.83,11.86,18.86,1017.46,1015.24,-4.8602,16.69,159.69,133.84375
21.9,28.83,14.42,11.7,20.11,1014.97,1012.75,-5.1661,-11.29,0.45,123.5625
22.54,28.76,16.39,13.43,20.83,1012.19,1009.97,-5.1042,-17.88,0,113.15625
23.03,29.8,17.61,15.72,22.12,1012.67,1010.46,-4.6626,-17.41,0,103.625
19.72,24.59,15.54,15.13,20.65,1018.01,1015.76,-4.3649,-14.66,0.41,95.1875
19.15,24.32,14.89,11.56,19.54,1016.71,1014.46,-3.6959,18.78,5.74,87.90625
17.07,19.62,14.95,11.11,18.22,1015.82,1013.57,-3.3354,24.02,1.25,81.78125
16.44,18.1,14.8,14.55,16.16,1013.27,1011.03,-1.2908,28.35,2.68,77.4375
18.21,20.26,15.04,14.58,17.81,1013.83,1011.59,-1.8657,27.52,7.01,74.34375
19.28,22.42,16.28,14.72,19.62,1011.16,1008.93,-3.2442,27.17,5.1,71.625
17.4,21.95,12.03,12.56,18.2,1013.84,1011.6,-3.8375,7.7,3.75,68.96875
18.24,21.93,13.95,11.73,18.04,1017.73,1015.48,-3.3443,1.22,1.84,66.15625
18.52,22.77,12.58,10.14,18.01,1016.65,1014.41,-3.3808,5.28,2.11,63.21875
20.55,25.91,14.94,11.33,19.61,1013.53,1011.3,-4.7726,17.71,43.39,60
21.64,28.5,13.92,12.12,20.01,1014.5,1012.28,-4.5606,12.18,94.69,56.8125
23.07,29.31,18.3,11.4,21.98,1016.4,1014.18,-4.5481,-2.89,0,53.875
19.61,22.48,17.51,14.33,19.67,1014.33,1012.1,-1.6962,18.95,5.64,51.84375
20.9,25.89,16.17,15.3,20.86,1011.14,1008.92,-3.4583,19.04,5.49,50.25
23.3,29.07,17.15,15.77,23.47,1009.92,1007.71,-4.1206,8.49,0.02,48.625
23.75,28.87,17.97,15.04,23.6,1008.41,1006.21,-3.8182,-2.62,3.63,47.125
23.03,29.37,17.65,16.41,23.17,1010.92,1008.7,-3.7221,15.38,69.89,45.78125
21.88,26.04,17.11,17.12,21.87,1011.5,1009.28,-2.6651,11.45,3.07,44.71875
23.99,29.62,19.15,17.18,24.79,1009.25,1007.04,-3.9942,24.92,33.22,43.6875
20.47,23.96,18.42,17.96,19.31,1007.02,1004.81,-1.5695,23.81,19.92,43.25
23.53,28.49,19.78,16.76,23.82,1004.94,1002.75,-3.0397,-3.27,15.41,43.21875
22.98,26.63,20.07,19.27,22.28,1002.68,1000.48,-1.3013,26.67,6.4,43.625
25.14,28.9,22.23,21.46,24.44,1001.01,998.83,-2.3205,21.27,148.78,44.1875
21.74,26.12,15.95,14,19.59,1007.93,1005.72,-3.1712,9.37,44.49,44.5
25.76,29.82,22.27,13.99,24.76,1005.48,1003.28,-4.2906,15.08,249.64,44.25
26.37,32,19.01,20.17,26.49,1003.99,1001.81,-3.1625,15,316.95,43.75
27.93,33.56,23.28,20.64,27.72,1003.9,1001.72,-4.0253,22.5,67.06,43.15625
26.35,29.45,23.75,22.13,26.77,1003.72,1001.53,-2.4083,33.6,56.1,42.59375
26.03,29.43,24.51,24.35,26.07,1000.75,998.56,-2.014,38.17,466.44,44.75
24.09,28.46,20.08,21.37,22.72,1000.76,998.58,-3.2247,15.04,26.39,53.125
26.78,33.04,20.26,19.54,26.12,1003.01,1000.83,-5.379,19.25,585.05,68.3125
23.99,28.14,19.53,15.32,23.62,1008.41,1006.21,-5.5844,8.8,0,82.28125
25.3,29.93,20.69,17.32,24.92,1007.38,1005.18,-5.0709,19.15,118.48,87.1875
26.57,31.28,22.86,20.54,26.61,1007.08,1004.89,-3.9242,17.92,811.94,84.9375
24.13,29.51,18.8,17.7,24.45,1009.11,1006.91,-4.6052,18.95,125.29,79.96875
24.9,28.54,21.61,17.79,24.97,1010.49,1008.29,-4.3607,18.17,0.05,74.34375
22.18,24.49,19.64,18.67,21.75,1007.45,1005.23,-2.1999,25.11,0,69.5
23.07,27.51,18.57,18.7,23.92,1004.62,1002.43,-2.7396,17.97,73.57,65.4375
23.69,29.39,19.14,20.09,24.31,1005.78,1003.58,-3.1633,27.14,1145.48,62.59375
27.66,32.46,22.54,19.49,26.91,1006.56,1004.37,-5.2155,25.17,485.71,60.78125
29.07,34.18,24.14,21.56,28.11,1004.53,1002.36,-5.0034,22.55,1850.5,60.46875
28.74,34.04,23.26,21.36,28.11,1003.56,1001.38,-5.0746,19.6,460.95,61.59375
29.55,34.62,24.47,23.04,29.61,1003.16,1000.99,-4.6188,21.19,1136.22,62.25
28.71,32.83,24.26,23.94,29.52,1002.36,1000.19,-3.3176,21.89,1271.56,61.78125
28.89,33.01,25.13,23.76,28.9,1000.99,998.82,-3.8567,24.22,440.64,60.0625
29.08,32.89,26.09,24.59,29.78,1002.43,1000.26,-3.6812,31.68,686.34,57.59375
29.51,32.51,27.1,24.21,29.49,1002.97,1000.79,-3.0594,37.38,273.9,55.0625
28.56,32.85,25.34,24.85,28.49,1001.85,999.67,-3.0045,38.3,454.78,53.75
27.68,32.05,23.91,23.57,28.12,1002.35,1000.17,-4.2631,20.59,1109.1,54.65625
31.34,35.27,28.12,24.95,30.53,1002.42,1000.25,-4.4858,32.14,2456.32,57.46875
32.34,36.54,28.6,24.36,31.2,1002.26,1000.1,-3.8185,34.08,1661.57,59.59375
31.47,35.3,28.05,23.53,30.95,999.47,997.31,-4.5951,34.76,327.59,60.25
28.39,31.94,25.98,24.64,26.79,999.27,997.1,-2.9338,34.2,817.22,62.9375
30.23,33.7,26.43,24.86,29.74,1002.47,1000.3,-4.704,29.72,1790.86,68.53125
26.99,29.15,24.65,24,26.62,1006.19,1004,-3.3913,36.1,1213.51,79.625
30.05,34.35,26.3,24.32,28.94,1007.38,1005.19,-5.1413,35.56,1305.6,93.375
29.99,34.35,25.87,23.59,29.06,1006.11,1003.93,-5.4823,27.83,156.09,101.53125
29.88,33.39,26.29,24.67,29.41,1003.09,1000.91,-4.2276,32.45,441.44,102.75
29.31,32.38,26.57,24.78,28.19,1001.86,999.68,-3.3446,35.93,650.38,99.5625
30.08,32.83,28.07,26.15,29.53,998.92,996.76,-3.4328,39.17,1351.25,97.03125
28.85,31.71,26.01,25.19,28.05,1001.33,999.15,-4.1017,36.88,273.61,102.875
29.92,32.87,27.71,24.91,29.05,1004.6,1002.43,-4.3098,35,288.91,118.71875
31.18,34.4,28.34,26.31,30.22,1003.17,1001,-4.7405,38.28,2008.58,131.375
30.32,33.5,28.23,26.81,30.13,1002.33,1000.17,-4.2957,38.47,2858.63,136.89062
31.7,37.21,27.42,26.69,30.42,1002.31,1000.14,-4.4036,37.22,3106.58,139.29688
32.81,36.59,29.16,26.76,31.67,1003.52,1001.36,-5.4788,29.45,2691.04,140.29688
33.64,37.75,28.98,25.93,31.95,1002.42,1000.27,-6.1222,26.9,1546.7,138.84375
33.13,36.75,29.3,25.79,31.84,1001.95,999.79,-5.1467,22.95,629.17,133.76562
32.72,36.09,29.52,26.1,32.29,1001.47,999.31,-4.3317,33.83,1244.51,125.875
31.66,35.86,28.86,27.18,31.55,1000.34,998.18,-4.0707,37.27,2173.78,116.71875
30.19,32.25,28.26,27.39,29.92,999.76,997.59,-2.9117,33.26,2140.23,107.671875
27.79,32.55,25.44,25.54,28.3,998.4,996.23,-3.5665,33.45,743.86,100.375
27.96,31.65,24.35,23.42,28.21,1001.95,999.77,-4.8854,-2.71,11.26,94.375
29.9,33.78,27.31,24.15,30.15,1003.48,1001.31,-5.0494,31.03,145.58,89.453125
27.44,32.3,24.73,24.9,26.97,1005.37,1003.18,-3.6415,38.15,758.05,87.140625
27.53,31.19,24.14,24.51,26.37,1008.75,1006.56,-3.0822,19.02,51.3,87.0625
31.03,34.02,28.56,26.08,30.85,1005.31,1003.14,-4.4057,35.4,2384.57,88.46875
27.27,31.03,22.93,22.74,27.59,1004.79,1002.61,-4.792,21.44,281.1,89.75
27.87,31.37,24.44,22.65,28.28,1006.34,1004.16,-3.9301,5.6,83.03,89.71875
29.99,35.18,25.4,23.84,30.43,1005.8,1003.62,-4.7402,24.41,1216.87,90.9375
25.64,31.57,23.33,23.97,26.26,1005.09,1002.9,-2.3597,36.88,783.19,105.96875
29.62,33.9,26.32,25.02,29.82,1005.22,1003.04,-4.8289,37.11,1209.2,139.71875
29.76,35.52,26.33,25.33,30.21,1005.02,1002.84,-5.222,35.62,2561.55,177.14062
28.85,32.38,26.22,25.76,27.74,1005.97,1003.79,-4.5154,34.77,1561.28,208.34375
28.8,33,25.89,25.24,28.62,1004.07,1001.89,-4.3127,33.96,1157.04,238.57812
28.57,31.99,25.51,24.79,28.69,1003.57,1001.39,-4.6233,30.86,173.42,268.51562
30.29,33.64,27.08,25.38,30.34,1005.66,1003.48,-4.8882,34.32,725.85,289.01562
31.57,35.59,28.02,26.15,31.36,1006.93,1004.76,-4.6868,34.99,2076.54,298.25
31.79,35.49,28.4,26.59,31.45,1006.62,1004.44,-4.1015,36.37,2124.78,298.1875
32.76,36.02,28.77,27.24,32.85,1005.74,1003.58,-4.3167,37.3,2937.67,284.79688
33.1,37.86,28.71,25.49,32.64,1005.17,1003,-4.7927,37.11,2169.54,263.01562
32.04,35.94,27.96,24.13,32.82,1004.45,1002.28,-4.6683,37.93,881.92,239.28125
33.06,37.25,28.68,24.77,32.77,1004.11,1001.95,-4.1645,35.63,637.31,216.98438
33.38,38.04,28.55,24.5,33.36,1004.75,1002.59,-4.1323,29.08,341.64,196.84375
33.18,38.43,28.37,24.66,33.44,1004.56,1002.41,-4.0244,25.79,226.1,178.39062
32.86,37.25,28.74,25.84,33.9,1005.11,1002.95,-4.0104,32.83,905.16,161.5
33.55,38.76,28.81,24.86,34.18,1005.14,1002.97,-4.444,31.14,738.94,145.90625
33.58,38.12,29.02,24.81,34.25,1004.12,1001.96,-4.4359,31.18,673.76,131.45312
33.83,39,28.71,24.52,33.64,1003.76,1001.61,-4.2242,27.71,216.54,118.453125
34.27,39.46,29.75,24.05,34.56,1002.85,1000.69,-4.2506,28.35,95.57,106.828125
34.59,39.24,30.44,24.11,34.89,1001.65,999.5,-4.1307,32.05,376.71,96.390625
29.04,33.3,26.31,25.94,30.08,1004.93,1002.75,-2.1879,37.74,1737.86,88.296875
29.94,33.64,26.79,25.12,30.27,1006.02,1003.84,-3.2507,36.36,640.56,81.609375
32.53,36.6,28.93,26.19,32.83,1003.33,1001.16,-4.0071,34.16,1049.62,75.390625
34.14,39.05,30.79,25.64,33.99,1002.42,1000.26,-4.0983,37.41,1304.3,69.75
29.51,33.97,25.88,25.6,30.7,1005.66,1003.48,-2.7264,38.45,1233.51,65.078125
32.24,36.62,28.59,26.1,33.06,1003.19,1001.03,-3.969,34.65,955.43,60.71875
33.41,37.94,29.74,23.99,33.25,1002.6,1000.44,-4.219,25.88,21.03,56.46875
26.99,32.13,24.35,21.64,28.59,1008.98,1006.79,-3.4557,33.4,220.25,52.890625
26.74,29.13,24.51,18.66,26.65,1009.24,1007.04,-3.0395,31.56,2.08,50.078125
26.63,28.94,24.71,21.17,25.29,1008.87,1006.67,-2.3489,34.43,78.22,48.21875
26.22,30.66,23.65,21.92,26.3,1009.47,1007.27,-2.9396,37.03,74.46,47.28125
24.41,26.36,22.9,21.07,23.86,1011.81,1009.6,-2.6255,26.31,35.99,47.328125
25.76,28.24,23.6,20.3,25.19,1010.25,1008.05,-2.6499,34.41,73.74,48.03125
26.47,31.28,22.51,23.39,27.01,1010.91,1008.71,-2.8991,39.19,206.69,49.15625
22.07,24.95,20.37,20.54,22.93,1011.84,1009.62,-1.7763,33.54,14.79,50.734375
21.88,22.77,20.08,19.84,21.66,1013.24,1011.02,-1.7322,17.94,0.47,52
24.24,29.07,19.86,19.37,24.46,1014.18,1011.96,-3.6348,6.06,2.51,52.03125
24.07,29.3,19.62,17.41,23.76,1011.96,1009.75,-3.6172,5.46,0.44,50.984375
24.72,27.23,23.03,21.15,24.57,1008.01,1005.81,-2.4572,32.71,10.19,49.671875
23.91,26.9,21.02,20.58,23.13,1006,1003.8,-1.728,25.98,2.71,48.734375
24.96,30.51,20.06,19.4,23.99,1006.68,1004.49,-4.1113,10.58,0.08,47.75
26.91,33.38,21.54,20.15,26.22,1012.6,1010.4,-3.9857,15.38,39.19,46.640625
26.92,32.27,23.13,19.47,26.19,1017.1,1014.88,-3.7247,-3.69,0.12,45.46875
25.26,29.81,21.69,20.05,24.54,1017.48,1015.25,-2.0109,0.37,6.58,44.484375
24.13,29.34,18.25,16.58,24.29,1016.16,1013.94,-3.2594,2.04,0,43.4375
24.09,28.82,19.84,17.11,24.57,1014.05,1011.84,-2.9175,12.75,9.36,42.375
24.86,29.52,20.34,18.54,25.31,1012.57,1010.36,-2.4727,23.92,7.82,41.546875
25.45,29.92,21.63,18.91,26,1011.93,1009.72,-2.8223,19.07,4.95,40.640625
24.26,26.22,23.07,20.76,24.55,1012.39,1010.17,-1.9191,32.55,12.79,40.015625
22.94,25.73,20.81,20.6,23.23,1006.93,1004.72,-2.0382,31.5,14.07,40.25
22.11,23.12,20.94,20.78,20.98,1003.96,1001.75,-1.5102,32.93,23.55,41.1875
23.56,28.27,19.57,20.13,23.5,1006.7,1004.5,-1.9379,18.12,29.03,41.921875
24.53,28.97,20.93,20.96,24.16,1007.88,1005.68,-2.3474,16.27,41.38,42.15625
24.91,30.03,21.47,19.38,24.35,1008.73,1006.53,-2.9416,13.18,0.27,41.890625
23.15,28.88,18.73,12.87,22.49,1013.69,1011.47,-4.0221,-19.43,0,40.953125
20.42,23.88,17.38,13.52,20.16,1017.33,1015.09,-1.7786,-13.39,0,40.140625
20.84,24.59,17.58,13.39,21.04,1015.35,1013.11,-2.2924,-1.18,0.14,39.359375
22.51,27.09,18.63,15.7,22.49,1013.42,1011.2,-2.0332,12.2,0.99,38.546875
20.16,25.16,15.23,10.52,20.36,1018.9,1016.66,-2.6538,-32.31,0,37.8125
21.09,24.63,18.02,12.7,21.13,1017.55,1015.31,-1.8181,-17.51,0,37.148438
21.86,24.87,18.78,14.8,22.5,1015.89,1013.66,-1.6889,18.47,0,36.59375
20.95,26.08,17.15,13.89,20.76,1016.03,1013.79,-1.9031,23.82,0.18,36.070312
22.8,26.72,19.69,17.58,22.6,1014.32,1012.09,-1.2699,21.78,2.66,35.65625
19.57,22.58,16.86,16.95,19.64,1013.86,1011.63,-1.2768,24.75,0.19,35.578125
22.75,28.32,19.32,17.96,23.16,1013.86,1011.64,-1.7793,10.88,0,35.375
25.02,30.29,22.11,20.84,25.57,1013.1,1010.88,-1.6584,29.85,26.66,34.960938
28.07,32.9,23.82,23.88,28.01,1011.13,1008.93,-1.9471,31.04,1149.04,34.289062
31.47,38.45,25.67,21.2,30.26,1009.51,1007.34,-2.8143,35.19,491.07,33.289062
29.7,39.08,18.33,20.69,29.72,1011.84,1009.64,-3.236,35.92,650.38,32.328125
14.85,18.56,12.95,11.2,15.59,1024.25,1021.96,-2.4323,20.13,31.81,31.882812
12.34,14.21,11.49,10.9,12.7,1024.83,1022.53,-2.4056,16.79,23.35,33.234375
12.27,12.69,11.93,11.61,12.37,1024.6,1022.29,-1.4991,16.52,0.52,38.359375
15.17,17.75,12.64,11.32,15.88,1024.55,1022.27,-2.0824,10.48,1.31,46.890625
16.11,19.9,14,12.34,16.48,1022.55,1020.28,-2.3537,12.06,0.52,58.8125
14.4,19.07,8.89,5.91,13.88,1025.39,1023.1,-2.9694,-21.74,0.83,71.46875
12.04,17.34,7.59,2.97,11.6,1026.48,1024.19,-3.1691,-33.47,0,79.39844
13.5,19.5,9.38,5.06,13.69,1025.79,1023.51,-2.7444,-28.32,0,81.24219
15.66,21.34,10.64,9.38,15.15,1025.17,1022.9,-2.4713,-33.96,0,78.30469
16.19,21.88,11.89,11.33,15.65,1022.13,1019.87,-2.1689,-44.7,0,72.65625
17.75,22.69,13.2,12.7,17.52,1019.83,1017.58,-1.9457,-38.76,0.63,66.02344
17.15,23.09,12.53,12.47,16.96,1019.57,1017.32,-2.0648,-40.6,0,59.53125
19.24,24.04,15.94,12.82,18.74,1021.82,1019.56,-2.2803,-2.41,0.01,53.648438
14.77,21.07,8.53,4.71,14.22,1026.81,1024.53,-2.8099,-30.56,0,48.5625
12.42,18.68,7.17,5,12.63,1026.92,1024.62,-2.1099,-39.66,0,44.539062
14.22,20.29,9.35,5.88,14.03,1026.63,1024.35,-2.1532,-58.78,0,41.398438
17.02,21.72,13.49,10.32,16.76,1023.43,1021.17,-1.8291,-61.77,0,38.84375
16.43,21.51,11.67,12.94,15.58,1021.58,1019.33,-0.6874,-15.26,0.06,37.1875
17.33,23.97,13.22,13.19,16.81,1022.6,1020.34,-1.5115,-18.51,0.01,36.023438
15.88,22.91,9.41,9.8,15.71,1024.19,1021.92,-1.7989,-14.35,0,35.039062
16.71,22.96,12.46,7.75,16.53,1025.29,1023.02,-1.9158,-8.78,0,34.234375
16.84,21.18,13.87,8.15,17.08,1024.33,1022.05,-1.9129,-13.72,0,33.382812
15.73,17.62,14.59,13.32,14.91,1022.69,1020.42,-0.9384,19.39,10.91,33.304688
16.87,19.6,14.23,13.71,16.41,1025.65,1023.38,-0.9318,19.13,0.72,33.875
