SLP,SP,AT,Tmax,Tmin,GF,DPT,Evap,K,CUPE,runoff
1012.2,939.44,23.04,29.29,18.42,21.59,18.39,-3.1614,19.64,15.79,1005.5156
1011.02,938.36,24.21,29.28,20.18,24.2,19.56,-3.9472,21.26,121.35,975.6797
1009.71,937.22,25.24,29.01,20.85,24.15,20.83,-2.9961,25.68,525.47,908.1094
1009.26,936.78,24.88,29.01,21.87,24.56,21.43,-2.7356,29.87,683.99,839.75
1004.32,932.21,25.43,28.82,22.41,24.26,22,-2.0136,32.51,955.37,789.5625
1002.96,930.97,25.65,28.74,22.78,24.61,22.88,-2.6282,34.1,795.58,799.78125
1010.15,937.12,21.05,23.8,19.38,19.87,19.01,-1.4705,29.2,118.13,880.8203
1012.9,939.51,19.83,21.67,18.75,18.98,17.14,-1.57,27.54,5.3,1021.5625
1015.06,941.5,18.19,18.61,17.79,17.38,16.14,-0.8806,23.99,4.58,1053.8203
1014.41,940.92,19.07,21.73,16.85,18.82,15.95,-1.4706,22.31,0.33,1003.4297
1014.28,940.64,18.49,20.65,17.08,18.62,16.16,-1.9983,23.18,5.6,938.8047
1019.05,945.04,17.98,19.51,16.7,17.25,16.6,-0.9444,24.25,14.86,875.77344
1023.4,948.82,16.09,17.53,13.94,15.37,13.34,-0.8378,19.22,13.03,847.34375
1020.88,946.38,15.54,18.16,13.94,15.46,13.64,-1.1763,17.1,0.53,838.91406
1021.16,946.72,16.16,17.53,14.32,16.07,14.33,-1.1653,16.5,1.84,798.9453
1021.73,947.44,17.96,20.43,15.26,17.11,15.37,-1.1436,19.34,1.32,745.0469
1022.84,948.51,17.69,19.65,16.13,16.4,15.23,-0.7325,20.34,3.46,691.5625
1026.98,952.01,15.07,16.53,13.77,13.96,12.18,-0.7885,12.53,14.17,642.4219
1030.86,955.5,14.82,17.15,12.57,14.18,11.76,-1.3893,13.04,34.68,606.90625
1025.06,949.84,13.29,15.05,12.38,12.84,11.39,-1.1259,11.88,3.35,580.72656
1021.71,947,14.24,15.97,12.57,13.86,12.48,-1.1425,11.31,6.58,559.2344
1019.19,944.68,13.92,15.19,12.97,14.1,13,-0.9538,9.99,33.93,536.7031
1023.67,948.88,13.95,15.28,12.56,12.53,12.13,-0.5686,12.09,21.29,517.85156
1026.02,950.9,13.64,15.37,12.45,13.15,12.34,-1.1203,12.86,41.19,513.3125
1025.74,950.59,13.74,14.93,12.43,13.27,12.15,-1.1708,15.39,13.92,528.3906
1025.05,950.07,14.32,15.71,12.62,13.69,12.58,-0.9289,15.75,9.71,548.28125
1023.7,948.9,14.62,16.56,13.02,13.83,12.98,-0.7608,16.49,13.04,536.5625
1020.13,945.55,13.78,15.29,12.75,13.53,12.41,-0.6284,17.85,19.58,508.35156
1022.9,948.3,14.87,17.18,12.88,14.61,12.48,-1.1138,18.63,15.61,483.1875
1023.24,948.47,13.99,15.34,12.95,14.37,12.36,-0.7626,19.42,13.83,467.89062
1023.92,949.15,14.47,15.88,13.36,14.22,12.89,-0.7598,21.98,4.08,455.08594
1023.76,949.21,15.97,19.94,13.84,15.41,13.48,-1.7096,19.41,6.86,444.34375
1022.46,947.89,15.54,18.44,13.49,15.13,13.74,-0.9095,23.14,17.61,431.20312
1023.29,948.66,15.19,17.49,13.07,14.86,12.81,-1.235,22.49,45.34,432.9297
1023.58,948.81,14.55,16.09,13.09,14.08,12.04,-1.0535,21.93,4.29,460.64844
1021.9,947.16,13.65,14.66,12.99,13.45,13.2,-0.4813,20.95,11.17,470.21875
1017.74,943.36,13.81,15.26,12.61,13.55,12.51,-0.5567,21.49,2.74,459.1797
1012.52,938.65,15.47,18.01,13.09,15.02,13.12,-1.4256,18.81,7.93,444.41406
1010.83,937.21,16.94,19.7,14,16.35,14.29,-1.513,18.57,17.59,424.1172
1020.3,945.11,12.3,16.9,7.06,11.4,9.8,-1.4774,17.52,19.95,405.03906
1034.94,957.61,8.09,9.52,6.95,6.46,-0.3,-1.4458,-5.35,0.58,424.57812
1029.17,952.7,9.62,12.8,6.53,9.08,2.88,-2.1054,-1.87,0.08,491.64062
1028.33,952.31,9.09,13.71,5.72,9.19,4.07,-1.6337,0.94,0,502.85938
1023.97,948.51,11,15.54,6.27,10.61,5.5,-1.8559,9.86,0.27,470.25
1026.35,950.75,10.22,13.11,8.24,9.77,6.19,-0.9315,8.85,1.56,432.0625
1026.17,950.79,10.83,15.3,7.57,10.56,4.86,-2.0747,6.1,0,400.07812
1024,948.51,11.17,13.85,8.43,10.38,7.36,-1.5345,10.92,0.4,371.23438
1022.46,946.95,10.54,13.48,8.91,10.49,7.5,-0.9462,12.45,0.92,343.4922
1021.22,945.85,10.61,12.04,9.01,10.25,8.74,-0.7195,5.43,5.34,321.1328
1025.18,949.66,11.16,14.64,9.04,10.98,8.44,-1.1098,11.64,8.82,302.67188
1023.86,948.62,12.05,16.93,7.92,10.82,8.47,-1.8645,15.02,0.01,285.3828
1016.45,941.07,10.4,12.6,6.94,10.31,8.61,-1.0755,7.22,3.85,267.75
1014.14,939.38,11.73,14.08,9.85,11.75,9.75,-1.0531,9.8,2.23,249.625
1019.02,944.28,12.8,15.3,9.97,12.29,9.52,-1.0468,11.72,6.61,234.71875
1029.69,953.37,9.14,11.48,6.59,8.08,6.42,-1.0083,6.79,9.81,227.26562
1027.91,951.88,9.08,12.08,6.46,8.74,4.28,-1.3577,6.57,0.04,234.63281
1027.56,951.49,9.09,12.77,6.34,8.47,4.85,-1.3465,10.04,0,252.34375
1024.64,948.95,10.12,15.07,5.83,8.75,5.92,-1.4408,13.68,0.15,256.875
1023.98,948.54,11.74,15.01,6.57,11.32,8.22,-1.1697,18.86,2.23,246.0625
1026.41,950.66,11.17,13.66,9.78,10.36,9.52,-1.2141,18.99,8.52,234.26562
1026.21,950.36,10.2,11.73,8.96,10.29,9.03,-0.7062,19.29,3.86,230.65625
1024.87,949.22,11.11,12.29,9.4,10.79,9.28,-0.7553,16.76,5.68,229.89062
1031.8,955.64,9.61,11.37,6.84,8.14,6.13,-0.7987,6.68,7.12,228.125
1028.69,952.84,11.33,14.13,6.73,9.67,5.65,-1.6694,0.83,0.1,228.74219
1027.5,951.71,10.14,14.09,6.94,8.85,5.3,-1.3614,6.64,0.03,229.53906
1027.12,951.59,10.9,15.03,7.21,9.81,6.67,-1.1648,7.73,0.47,223.75781
1025.93,950.45,11.08,14.11,8.71,10.1,8.03,-1.0699,8.89,0.94,211.99219
1026.58,950.97,11.09,13.97,7.38,10.3,7.98,-1.083,13.21,0.54,198.76562
1023.88,948.75,12.66,16.68,8.05,12.04,9.02,-1.443,13.25,0.26,187.39844
1023.22,947.68,10.52,11.36,9.47,10.47,9,-0.4702,13.54,1.62,179.85156
1023.73,947.88,9.47,10.64,8.27,9.7,7.99,-0.5617,13.72,2.78,176.55469
1028.13,951.92,9.7,11.65,8.58,8.61,6.75,-0.6662,9.64,0.26,177.94531
1024.88,948.98,10.14,12.35,8.35,9.88,7.09,-0.8556,9.81,1.29,182
1024.85,948.88,9.08,10.03,8.34,9.05,7.47,-0.4806,12.25,2.4,182.6875
1031,954.79,9.55,12.35,5.73,8.61,6.62,-0.9191,14.17,5.45,181.96094
1030.28,954.04,10.12,13.64,5.37,9.36,5.8,-1.3216,12.38,0.81,184.26562
1022.15,946.33,10.23,12.73,7.38,10.26,5.92,-1.2529,7.23,1.2,187.04688
1018.74,942.99,9.64,11.22,8.31,9.21,7.28,-0.8548,7,3.53,187.04688
1019.9,944.22,9.49,11.7,8.01,8.84,7.7,-0.7469,8.54,4.91,183.89062
1028.73,952.53,8.97,11.41,6.89,8.31,4.16,-0.8631,2.86,1.23,182.03125
1031.45,954.64,7.54,10.31,5.11,7.44,0.73,-1.0757,-4.22,1.69,182.59375
1031.52,954.62,6.93,9.98,5.13,7.08,1.89,-0.9565,-2.46,0.58,182.45312
1026.46,949.82,7.57,10.39,4.42,7.37,2.99,-1.1344,0.94,0.76,179.21875
1024.09,948.06,7.29,13.23,1.68,6.44,3.58,-1.3112,0.89,0,172.29688
1022.39,946.64,8.54,13.68,2.73,7.12,4.76,-1.2518,9.62,0,164.26562
1019.86,944,8.86,11.03,4.77,7.83,5.56,-0.7037,16.51,1.21,156.10938
1019.71,944.07,8.34,10.42,6.04,7.3,5.18,-0.6308,12.47,0.49,149.15625
1022.66,947.2,10.06,14.28,5.54,9.02,5.49,-1.2666,13.27,0.51,143.79688
1028.81,951.94,7.08,9.48,3.21,7.6,5.58,-1.0692,16.25,12.6,141.20312
1037.2,958.4,3.11,4.9,0.92,2.61,0.25,-1.258,3.69,1.8,154.32812
1032.79,954.19,2.87,4.6,0.88,3.12,-0.1,-1.0256,0.11,0.99,183.78125
1031.04,952.83,3.2,5.3,0.6,2.91,0.63,-0.7586,-2.44,0.44,200.625
1032.44,954.95,4.92,8.81,0.28,3.96,1.21,-1.0947,-6.53,0.27,197.20312
1031.73,954.26,5.82,8.75,2.1,5.07,2.57,-1.044,-2.01,15.21,186.15625
1031.06,953.81,5.04,7.69,1.95,4.39,1.41,-1.0155,3.71,1.51,176.9375
1028.49,951.88,7.24,11.85,2.49,6.34,2.9,-1.3858,9.54,0.04,169.89062
1024.24,947.78,8.58,11.23,5.18,7.26,4.15,-1.0777,6.49,16.35,162.07812
1023.06,946.47,7.6,8.91,6.24,7.21,4.78,-0.6141,8.4,1.75,156.125
1021.09,945.06,7.56,12.23,3.55,6.89,3.83,-1.0787,3.38,0.41,154.07812
1023.04,946.65,7.47,10.15,3.56,7.53,4.72,-0.7279,3.42,0.76,153.9375
1025.85,949.44,8.02,10.26,6.26,8.31,5.91,-0.6807,8.29,1.68,152.03125
1025.87,949.38,8.27,10.09,7,7.87,6.03,-0.8857,9.95,4.13,150.26562
1025.24,948.65,6.93,7.92,5.09,7.17,5.77,-0.5266,7.96,1.33,149.92188
1020.34,944.07,7.25,8.48,5.23,7.85,6.09,-0.7424,8.5,3.14,149.48438
1027.46,950.93,7.01,9.56,5.35,5.94,5.14,-0.6956,9.03,1.25,149.65625
1021.42,945.62,8.88,12.53,5.16,8.05,4.61,-1.2113,6.96,1.07,151.35938
1026.54,950.01,7.19,7.96,5.99,5.62,5.13,-0.6229,6.25,0.96,151.76562
1021.52,945.48,7.23,10.2,3.35,7.12,2.88,-1.2636,6.66,0.08,152.35938
1021.23,944.88,7.71,10.35,2.82,7.92,3.36,-1.3902,6.13,1.07,152.98438
1024.93,948.7,7.67,10.6,4.99,7.01,4.77,-0.9467,7.59,0.55,150.78125
1026.17,950.27,9.46,14.04,4.44,8.63,3.98,-1.7493,8.98,0,147.23438
1025.8,949.82,8.67,13.71,4.69,7.59,5.27,-1.1844,13.83,0.03,143.0625
1023.92,947.95,8.18,12.45,4.66,8.07,5.32,-1.0034,2.18,0.2,137.73438
1019.06,943.4,9.35,11.93,5.05,8.51,6.52,-0.9233,16.44,0.96,132.15625
1015.75,940.28,8.8,10.29,7.42,8.96,6.59,-0.6315,18.01,12.42,127.4375
1015.87,940.25,8.85,10.53,7.55,8.64,7.18,-0.8253,18.06,11.92,124.96875
1014.5,938.94,8.65,10.12,7.56,8.19,7.24,-0.6919,15.91,14.73,127.09375
1018.59,942.81,8.78,10.46,7.15,8.34,6.65,-0.9794,16.47,10.37,135.21875
1019.18,943.23,8.39,10.07,6.97,8.33,5.86,-0.9512,14.73,4.34,150.65625
1018.12,941.98,7.36,8.45,5.97,6.99,5.84,-0.9526,13.47,5.24,169.71875
1020.17,943.83,7.08,8.28,5.88,7,5.82,-0.8498,12.59,6.99,185.21875
1024.06,947.09,5.8,7.01,4.29,5.56,4.38,-1.1541,10.06,6.48,197.78125
1025.77,948.53,4.49,6.33,1.26,4.46,2.06,-1.3326,7.99,2.16,215.125
1021.33,944.78,5.8,9.93,1.58,6.65,1.7,-1.5984,4.65,0.35,229.625
1024.94,947.79,4.46,5.77,0.34,3.68,2.71,-0.7334,8.16,0.89,228.78125
1023.65,946.81,6.23,8.55,0,6.2,3.21,-1.4059,10,4.15,219.75
1026.28,948.78,4.72,5.38,3.87,4.71,3.51,-1.2207,11.17,6.42,214.5
1027.42,949.83,3.54,5.55,0.93,2.9,2.88,-0.917,8.95,6.11,221.8125
1026.47,949.04,4.85,6.48,1.92,4.56,3.04,-0.9006,5.2,1.9,229.46875
1026.61,949.64,6.49,8.59,3.64,6.58,3.87,-1.4481,5.23,1.88,225.09375
1023.84,946.8,4.93,6.46,3.48,5.42,4.18,-1.0417,6.64,3.96,216.46875
1021.98,944.85,4.85,6.16,3.48,4.83,3.7,-1.0618,7.07,4.27,213.53125
1024.98,947.3,3.34,4.73,2.23,3.65,2.29,-1.1299,0.22,2.27,216.1875
1026.51,948.84,3.75,5.54,0.18,3.08,1.13,-1.2824,3.55,2.32,218.75
1023.09,945.89,5.27,7.49,0.44,5.06,2.03,-1.3369,0.66,4.46,216.25
1021.4,944.39,5.37,7.16,3.49,4.68,2.96,-1.0582,2.81,5.16,206.9375
1021.77,945.47,7.42,10.45,3.22,6.92,2.76,-1.431,8.46,2.71,197.6875
1022.2,945.88,6.45,9.59,2.02,6.21,3.67,-1.1775,12.72,2.4,189.5
1019.23,943.76,10.49,14.99,1.91,9.99,5.63,-2.0559,8.49,1.03,182.5625
1019.96,944.46,10.04,13.15,6.84,9.85,6.53,-1.288,11.91,1.59,177.75
1015.23,940.45,12.03,15.65,6.18,10.77,7.33,-1.5579,14.49,4.11,180.03125
1012.37,937.46,10.64,12.56,9.13,9.97,8.39,-0.9903,16.93,9.09,192.15625
1017.45,941.35,7.5,8.91,6.12,7.13,6.18,-0.929,13.04,8.48,216.375
1025.81,948.75,6.21,7.34,4.32,5.86,4.38,-1.1431,7.04,5.88,250.21875
1031.6,953.71,4.81,6.48,3.41,4.72,1.47,-1.8448,3.77,1.56,282.9375
1028.9,951.07,3.74,5.35,2.8,5.32,2.84,-1.636,7.26,33.74,302
1030.69,952.96,4.72,6.67,3.17,5.87,3.54,-1.7222,8.85,37.09,303.46875
1031.99,954.35,4.59,8.39,-0.17,4.55,3.18,-1.6995,8.4,34.28,295.4375
1031.29,953.73,5.54,8.03,0.15,5.52,2.5,-1.4811,4.92,1.01,280.46875
1028.2,951.4,7.45,9.56,4.67,6.82,4.08,-1.6857,7.26,1.01,262.5
1026,949.49,8.32,10.92,4.47,8.18,4.74,-1.4596,6.58,0.92,247.9375
1022.86,947.55,10,15.57,4.3,9.45,4.57,-2.2691,11.94,0.25,237.53125
1015.48,940.66,12.53,16.48,4.34,12.04,5.95,-2.424,6.78,1.48,229.3125
1020.97,945.9,11.93,14.5,8.27,10.29,5.85,-1.2265,13.72,0.45,221.90625
1021.4,946.41,11.64,16.58,6.91,10.13,4.25,-2.7476,6.2,2.6,220.9375
1018.5,943.63,11.88,14.92,7.31,11.87,6.77,-1.6249,9.45,2.48,224.28125
1016.4,941.83,13.67,17.19,9.01,12.14,8.58,-1.5826,7.32,2.07,224.6875
1017.25,942.88,13.19,17.37,9.62,11.36,8.64,-1.2152,15.14,1.87,224.78125
1014.63,940.51,15.32,20.07,9.83,14.64,9.1,-2.1825,18.52,12.48,230.375
1020.64,946.21,13.41,19.44,8.2,12.27,9.73,-1.246,10.73,66.62,243.34375
1014.97,941.2,15.62,22.13,8.91,14.55,10.93,-2.6263,-1.78,1.42,259.78125
1008.92,935.66,16.67,22.49,11.52,15.56,10.97,-2.7122,3.44,14.39,274.5
1011.29,938.12,18.05,23.95,12.58,17.11,11.72,-2.3272,21.78,30.68,293.3125
1009.33,936.5,19.51,25.92,13.66,18.49,13.1,-3.2268,22.29,45.88,324.1875
1006.23,933.65,21.38,25.46,14.84,20.28,14.71,-3.0698,26.52,6.42,365.03125
1007.31,934.78,22,26.23,16.73,20.48,16.4,-2.1007,32.31,51.58,412.65625
1007.1,934.68,23.05,28.57,17.11,21.79,16.72,-3.4729,23.56,731.61,464.71875
1010.77,938.01,21.32,27.39,15.17,19.19,14.09,-3.0541,20.59,365.06,511.4375
1005.15,932.73,21.87,26.82,15.52,20.66,15.79,-3.1259,27.14,618.92,548.59375
1005.67,933.02,21.67,26.84,15.36,20.52,16.32,-2.4613,27.3,543.99,563.09375
1008.21,935.44,21.25,25.77,15.86,19.24,15.54,-3.0364,19.64,699.36,585.5
1003.27,931.03,23.4,28.31,17.35,23.1,17.3,-3.7503,13.3,1090.84,634.875
1000.54,928.28,22.41,26.9,17.4,21.03,17.59,-2.7454,17.68,333.65,641.0625
1009.39,935.71,15.59,17.57,13.33,14.25,11.98,-1.2468,14.28,42.34,645.59375
1015.86,941.35,13.23,15.26,11.3,12.69,10.41,-1.1284,10.24,30.84,681.4375
1021.14,946.04,12.66,14.65,10.92,12.16,9.29,-1.7104,13.3,5.65,688.96875
1012.97,938.95,15.06,17.88,10.66,15.34,10.82,-2.5131,16.89,0.87,665.03125
1004.22,930.83,13.73,15.66,12.29,14.28,11.04,-1.6561,16.14,6.89,629.15625
1012.49,938.71,15.74,20.05,11.73,15.7,11.57,-1.7845,19.17,38.12,593.78125
1022.03,946.98,11.44,13.5,9.16,10.61,9.29,-1.5672,15.33,20.68,581.84375
1018.07,943.78,14.36,19.24,10.23,13.96,9.4,-3.2223,12.56,0.53,599.78125
1012.42,938.53,15.23,18.64,10.92,14.08,10.97,-2.1597,15.94,56.44,596.84375
1014.44,940.55,15.46,18.5,12.62,15.12,11.26,-2.0052,19.88,10.94,559.625
1021.41,946.83,14.38,17.94,12,13.87,11.98,-1.0793,16.38,45.79,521.65625
1032.27,956.35,11.61,14.17,9.63,11.65,9.05,-2.0991,12.49,34.58,513.0625
1032.52,956.82,11.5,14.71,9,11.7,8.52,-1.7826,13.13,2.11,538.625
1026.89,951.93,14.06,19.13,10.33,14.05,9.78,-2.8882,14.58,1,554.28125
1021.49,946.78,14.02,17.14,11.68,14.2,10.93,-1.8143,17.47,9.94,537.9375
1025.32,950.2,11.46,13.01,9.49,10.57,10.04,-0.8307,15.55,8.4,521.15625
1023.6,949.01,15.15,18.41,10.7,14.65,12,-2.6255,8.41,0.2,527.0625
1023.16,948.86,15.24,19.81,11.52,14.66,12.39,-1.9715,10.45,10.69,523.71875
1017.39,943.75,18.61,24.85,12.07,17.96,12.86,-3.9617,14.72,7.38,497.8125
1012.09,938.9,19.59,23.44,15.07,18.66,14.34,-2.8858,27.3,29.54,462.8125
1008.65,935.97,20.79,26.61,15.26,19.78,14.55,-3.5566,25.68,415.7,434.0625
1006.07,933.7,22.47,27.75,16.46,22.26,16.27,-4.0508,25.88,1004.59,418.84375
1005.62,933.01,21.73,27.38,17.34,21,17.24,-2.6305,31.06,360.55,409.40625
1009.42,936.46,21.08,25.43,17.76,19.89,13.76,-3.8537,23.6,122.38,430.84375
1009.02,935.69,18.07,20.48,16.03,17.07,15.15,-1.6483,25.69,21.29,496.6875
1011.68,937.99,15.66,17.05,12.68,15.6,14.69,-0.9221,25.75,20.62,538.96875
1019.48,944.25,11.03,12.74,9.51,10.79,9.72,-1.2822,13.08,45.46,600.75
1020.82,945.28,10.73,12.14,9.65,10.57,8.06,-1.5544,9.8,6.97,700.09375
1022.94,947.83,11.64,13.21,9.62,11.51,8.97,-1.3752,12.85,1.65,732
1022.54,948.09,14.31,19.33,9.47,14.2,9.68,-3.0706,13.7,20.52,700.96875
1018.85,944.72,15.18,20.72,10.45,14.51,9.03,-3.4416,15.31,5.71,661.1875
1008.26,935.31,18.79,25.16,12.28,18.39,12.58,-4.2947,7,112.85,615.4375
1004.07,931.62,21.09,25.6,16.09,20.48,14.73,-3.917,18.13,58.86,568.34375
1007.5,934.98,22.34,27.58,17.26,20.87,15.26,-3.4011,29.86,13.2,528.875
1003.7,931.43,23.28,27.62,18.92,23.1,17.54,-4.0366,31.14,22.84,501.84375
1005.33,932.68,21.1,25.14,17.51,19.91,16.14,-2.9129,26.54,25.22,484.78125
1006.27,933.73,21.7,26.3,17.21,21.08,15.43,-4.3772,25.01,23.71,479.3125
1006,933.76,24.31,29.47,18.88,22.67,16.19,-4.8186,23.23,29.23,500.59375
1006.81,934.11,22.34,26.98,15.11,21.82,17.64,-3.6875,31.2,113.76,531.875
1013.26,940.03,20.33,25.74,16.78,18.66,11.41,-3.9017,16.64,5.74,560.03125
1013.86,940.39,19.41,23.95,14.6,19.78,14.78,-3.0672,25.3,64.57,599.375
1025.6,950.6,13.75,16.27,11.82,13.08,10.72,-1.926,16.59,55.17,624.6875
1024.23,949.66,14.68,19.38,9.75,14.39,7.53,-3.758,12.43,1.06,675.65625
1021.39,947.44,17.89,23.73,12.92,17.31,9.15,-4.5967,9.35,0.01,696.59375
1017.04,943.56,18.73,24.11,12.76,17.79,10.14,-3.5647,15.56,0,659.59375
1011.39,938.5,20.67,27.02,15.43,20.01,12.67,-4.6903,16.04,0,606.59375
1007.62,935.21,22.44,28.16,17.36,21.58,15.23,-4.3439,16.38,23.32,555.3125
1007.38,935.19,23.77,29.56,18.5,23.23,16.54,-4.6674,11.46,254.77,510.28125
1007.87,935.67,25.22,30.57,20.16,24.32,17.4,-4.35,27.32,89,473.0625
1008.02,935.35,22.25,26.01,18.15,22.81,19.18,-2.9651,32.32,512.27,554.3125
1010.36,937.54,21.41,26.89,16.72,20.26,17.26,-3.3754,21.42,0.83,790.625
1007.15,934.53,23,27.11,18.85,22.66,18.14,-4.238,23.46,21.66,1023
1009.51,936.68,21.67,25.13,18.8,20.57,17.97,-2.9604,27.21,7.74,1052.625
1006.46,933.81,22.39,24.71,19.18,21.88,18.6,-2.5678,28.65,237.1,1072.4062
1008.93,935.6,17.52,20.37,15.58,16.69,15.77,-1.8544,26.11,45.23,1070.6875
1019.02,944.68,15.22,16.73,13.77,14.28,12.79,-1.279,17.36,23.66,1203.4688
1020.49,946.21,15.55,19.94,12.06,14.69,10.75,-2.8809,15.18,10.57,1348.3125
1016.62,942.84,18.44,21.83,14.1,17.97,12.53,-3.4472,16.39,1.14,1317.1875
1015.01,940.96,14.61,16.09,13.8,14.87,13.85,-1.0142,19.15,3.72,1217.4375
1014.72,940.89,16.09,17.47,14.06,16.18,14.35,-1.3179,18.58,3.2,1146.0312
1013.59,940.25,19.41,22.57,16.25,19.18,15.96,-2.4156,20.58,9.97,1096.6875
1010.52,937.6,22.58,26.43,18.63,21.52,18.66,-3.8778,22.9,186.17,1040.4688
1010.13,936.91,18.85,20.07,16.98,18.97,17.26,-1.62,24.64,154.74,988.75
1007.68,934.8,20.3,23.98,17.03,19.25,15.97,-3.4269,21.74,1.14,953.78125
1008.26,935.54,22.27,24.85,19.05,21.81,17.17,-3.6185,24.72,11.36,907.15625
1009.62,936.68,20.82,23.11,19.09,20.34,18.53,-1.5585,28.34,9.51,847.96875
1007.55,934.91,21.5,24.36,19.86,21.69,19,-2.6923,28.39,12.95,797.75
1007.08,934.4,21.07,23.53,19.12,19.99,18.83,-0.7986,27.06,60.78,763.28125
1006.16,933.36,19.19,20.85,17.55,18.06,16.95,-0.8788,24.47,31.8,743.21875
1002.4,930.15,22.27,26.43,18.6,21.85,17.7,-4.3833,25.17,1.26,726.125
1006.84,934.3,21.79,23.51,19.77,20.54,18.45,-1.7022,27.58,66.48,702.25
1006.92,934.65,24.29,28.3,20.74,22.57,18.02,-3.8599,27.6,60.43,675.1875
1005.07,932.7,23.65,26.99,21.43,23.48,20.1,-3.349,31.96,110.06,665.6875
1003.01,930.83,23.25,25.74,21.21,22.42,20.55,-2.0241,30.22,25.02,658.875
1000.53,928.74,24.75,28.46,21.52,24.57,20.56,-4.4024,29.87,31.71,662.8125
1000.89,929.06,26.08,30.34,21.92,24.91,21.41,-4.7723,32.84,297.77,643.4375
1006.83,934.3,22.62,25.16,20.9,20.69,18.01,-1.5667,26,21.24,643.40625
1006.42,934.39,23.61,28.08,19.4,21.53,17.67,-2.6849,17.83,0.98,675.0625
1006.55,934.42,24.78,28.4,21.47,24.74,18.52,-3.8719,24.39,35.91,664.375
1006.11,934.08,26.33,30.14,22.84,25.14,19.38,-4.6473,24.71,117.04,619.90625
1006.31,933.99,23.86,25.86,20.92,23.81,20.04,-2.8131,28.47,226.46,575.5
1007.68,935.02,21.39,23.52,19.59,21.78,20.06,-1.3063,29.4,145.55,564
1007.93,935.22,21.43,23.33,19.45,20.49,19.7,-0.9486,29.39,138.18,595.21875
1006.92,934.29,22.29,25.41,19.79,21.83,19.59,-2.387,27.66,32.03,623.59375
1007.95,935.42,23.39,26.88,20.41,22.42,19.7,-2.5327,27.51,25.88,663.28125
1008.54,936.21,23.76,28,19.44,22.35,18.88,-3.7073,21.83,228.71,675.9375
1006.94,934.9,25.83,30.44,21.85,24.58,18.96,-4.7767,14.3,121.57,683.4375
1006.58,934.35,25.36,29.04,22.06,24.5,20.47,-4.7368,28.25,238.91,658.8125
1005.02,932.79,24.68,27.55,22.16,23.68,19.64,-4.0255,29.61,105,613.6875
1001.29,929.43,24.97,28.55,22.14,24.65,20.5,-4.061,28.85,39.38,580.28125
1001.38,929.41,23.9,26.18,21.8,23.04,20.77,-2.0821,32.24,52.07,562.0625
1000.21,928.53,26.17,29.97,23,25.44,21.75,-3.8965,33.63,220.16,555.9375
997.56,926.1,26.68,30.82,24.06,26.12,22.95,-4.1398,33.7,600.26,544.34375
997.7,926.3,27.36,30,25.29,26.13,23.28,-3.8906,35.47,430.61,541.1875
1001.9,930.06,26.5,29.88,23.42,25.27,23.77,-3.0834,36.2,909.52,566.78125
1004.63,932.68,23.64,25.44,22.28,22.45,20.97,-1.6914,31.35,13.16,707.96875
1002.2,930.42,26.13,30.42,23.44,25.11,22.47,-3.7902,28.64,101.74,955.6875
997.74,926.3,27.25,30.49,24.62,27.37,23.77,-3.9209,34.11,1100.38,1004.6875
1001.26,929.34,24.45,27.21,23.23,22.7,22.43,-1.782,32.55,151.08,956.71875
1001.34,930.08,28.34,33.71,24.09,26.11,20.64,-4.593,26.53,133.94,969.46875
1002.07,930.68,28.65,33.24,24.18,26.31,20.68,-5.2442,30.48,420.56,1011.96875
1002.1,930.79,28.92,33.82,25.01,27.29,21.16,-5.1092,23.32,1007.06,982.5
1004.01,932.45,27.07,30.86,23.04,25.75,19.01,-3.2193,24.5,476.26,944.84375
1006.48,934.2,24.19,26.3,21.21,22.75,19.05,-3.0079,30.25,3.51,889.34375
1005.11,932.85,23.58,26.27,21.23,23.43,20.14,-4.4031,29.43,6.45,829.6875
1001.51,929.79,26.02,30.43,22.41,25.09,21.34,-4.3598,28.95,146.85,782.71875
999.8,928.49,28.56,33.02,24.48,27.37,22.6,-5.0052,28.52,867.96,738.4375
1001.02,929.86,30.2,35.64,24.8,28.82,22.86,-5.6804,25.36,1693.86,693
1001.02,929.98,31.2,37.04,24.81,28.96,22.22,-5.9498,21.14,1196.44,653.71875
1001.75,930.65,30.98,36.62,25.39,29.03,20.4,-5.7555,27.89,203.35,615.78125
1000.8,929.81,31.55,37.03,26.04,29.51,19.81,-5.5585,29.03,42.68,575.65625
998.49,927.66,32.12,37.22,27.46,30.85,20.79,-5.1006,33.11,83.88,538.3125
997.36,926.48,31.76,36.3,27.99,31.18,23.23,-4.7011,36.17,575.95,504.42188
996.95,925.89,30.93,36.53,26.94,29.85,23.76,-3.9871,36.33,1703.56,480.71875
998.07,926.8,29.06,34.38,25.48,28.53,24.09,-4.2886,37.26,1707.91,478.1875
999.41,928.05,28.2,32.69,24.8,28.2,24.7,-4.0329,37.26,1413.74,541.7344
999.41,928.21,29.45,33.36,25.74,28.71,25.35,-3.5523,35.86,1767.91,698.2656
998.02,927.01,30.81,36.16,26.04,30.19,25.51,-5.3719,36.89,2796.16,904.5625
1002.28,930.68,27.79,30.84,25.11,27.04,23.62,-3.4975,34.41,215.36,971.8906
1002.88,931.27,27.42,31.9,24.27,25.84,21.57,-2.8053,32.48,14.07,1013.7969
