AT,Tmax,Tmin,GF,DPT,RH,Evap,PET,LCC,K,runoff
9.58,15.77,4.23,8.25,6.11,78.95,-1.3645,-0.812,0.37,-2.19,219.20312
10.46,15.85,5.47,11.38,0.64,50.55,-1.6331,-3.171,0,-25.76,276.98438
10.04,15.99,4.82,10.07,3.66,64.54,-1.2118,-2.483,0.04,-1.4,397.6328
12.31,17.64,6.73,13.63,5.78,64.37,-1.4372,-2.682,0.02,3.41,459.23438
11.23,18.31,5.46,10.4,1.99,52.93,-1.3727,-2.991,0,8.2,434.1797
12.11,21.41,5.02,11.81,1.83,49.36,-1.4911,-3.111,0,5.14,388.35938
13.08,21.37,6.54,12.07,5.01,58.02,-1.2376,-2.595,0,5.76,348.7422
15.56,23.13,6.91,15.31,5.74,51.96,-1.4383,-3.204,0.01,17.15,316.14844
12.64,19.03,6.49,12.19,6.13,64.49,-1.0511,-2.256,0.02,4.38,288.8672
13.94,20.88,5.89,14.32,6.01,58.78,-1.164,-2.536,0.01,16.53,265.91406
14.02,19.73,9.57,14.68,8.54,69.51,-1.1317,-2.572,0.12,14.93,248.15625
12.79,17.39,10.04,13.31,7.41,69.77,-0.9637,-2.648,0.18,14.97,234.95312
14.15,17.91,11.04,14.4,7.55,64.45,-1.092,-2.711,0.01,17.01,225.89844
13.25,16.19,10.48,13.53,7.84,69.71,-1.1279,-1.659,0,15.54,223.88281
6.88,11.9,3.81,6.98,0.4,63.32,-1.3631,-1.141,0.6,14.14,236.76562
5.62,8.75,3.24,6.5,-6.62,40.92,-1.2515,-2.835,0.02,-18.28,264.45312
3.19,5.04,1.27,3.1,0.41,82.01,-0.7089,-0.824,0.53,2.62,297.72656
5,8.3,1.4,4.41,-0.37,68.17,-0.8456,-1.628,0.26,-5.85,312.3672
5.33,11.38,0.94,5.01,-2.23,58.12,-0.9292,-1.97,0.04,-5.09,301.79688
6.65,12.48,1.38,7.32,-0.91,58.49,-0.9645,-1.954,0.07,9.8,279.95312
7.66,14.38,2.39,8.6,1.74,66.13,-0.8838,-1.856,0.13,3.08,259.59375
9.51,15.82,2.85,9.33,1.91,59.04,-0.9786,-2.107,0.05,3.5,244.07031
8.89,14.13,2.76,8.76,-2.55,44.48,-0.9527,-2.231,0.04,4.89,232.17188
5.56,11.88,0.08,5.25,-4.28,49.1,-0.9031,-2.192,0,-8.94,222.94531
6.22,14.4,-0.95,5.93,-3.59,49.41,-0.8723,-2.072,0,-11.34,216.10156
7.42,15.46,0.55,6.25,-3.67,45.23,-0.8167,-1.846,0,-11.54,211.27344
7.46,16.12,1.33,7.52,-2.24,50.16,-0.8345,-1.955,0,-1.35,207.9375
8.3,13.98,2.02,7.34,-0.18,55.11,-0.5883,-1.539,0,11.15,205.39844
4.77,10.97,-2.05,3.43,-5.54,47.14,-0.6536,-2.17,0,-6.6,203.13281
5.09,13.14,-1.2,4.19,-5.76,45.37,-0.6634,-1.884,0,-6.38,201
7.32,17.22,-0.21,5.68,-5.44,39.82,-0.6819,-2.194,0,5.08,198.89844
8.41,15.43,1.02,6.63,-9.94,26.1,-0.6584,-1.669,0,4.45,196.67188
3.06,7.82,-1.08,2.15,-13.64,28.1,-0.5324,-2.102,0,-5.06,194.42969
6.73,16.36,-1.32,5.46,-8.73,32.21,-0.6442,-2.345,0,-4.12,192.39062
3.34,8.29,-1.44,2.4,-11.85,31.85,-0.4511,-1.739,0,-1.72,190.63281
-0.78,6.34,-8.03,-0.76,-12.97,39.13,-0.3962,-1.903,0,-46.43,189.05469
-0.58,5.24,-7.75,-0.85,-12.79,39.11,-0.337,-1.315,0,-21.16,187.54688
1.86,10.19,-4.28,1.57,-8.5,46.12,-0.3821,-1.364,0,-14.89,185.94531
4.93,13.86,-2.57,4,-5.55,46.62,-0.4183,-1.818,0,-4.24,184.21875
2.48,8.49,-2.76,1.79,-5.43,55.89,-0.3115,-1.343,0.01,3.51,182.40625
5.75,15.61,-1.62,4.02,-5.78,43.26,-0.449,-1.94,0,0.39,180.51562
7.67,15.57,-0.69,6.66,-7.55,33.09,-0.4574,-1.771,0,-8.96,178.64844
-0.07,5.58,-6.2,-1.16,-19.34,21.84,-0.3035,-1.946,0,-25.59,176.86719
1.85,8.12,-5.67,1.84,-16.04,25.14,-0.2967,-1.534,0,-8.47,175.21875
2.39,9.05,-2.65,2.15,-11.14,36.07,-0.2592,-1.352,0,-2.47,173.69531
0.01,6.6,-5.33,-1.12,-15.95,28.92,-0.2287,-1.594,0,-10.41,172.15625
1.18,8.58,-5.55,0.76,-11.65,37.76,-0.2306,-1.291,0,-2.7,170.625
4.12,14.6,-4.36,2.45,-11.73,30.43,-0.274,-1.852,0,-5.57,169.08594
0.67,8.2,-5.27,0.64,-11.75,38.85,-0.1977,-1.281,0,-5,167.45312
2.25,10.9,-4.76,1.09,-11.57,35.18,-0.1856,-1.308,0,-13.13,165.75781
3.69,14.18,-3.97,1.8,-12.21,30.18,-0.19,-1.455,0,-10.86,164.09375
2.91,12.38,-3.93,2.04,-11.44,33.92,-0.18,-1.542,0,-6.87,162.44531
4.81,14.56,-3.92,3.01,-12.1,28.16,-0.188,-1.461,0,-11.92,160.79688
-0.22,6.33,-6.42,-1.6,-20.47,20.02,-0.1429,-1.723,0,-24.47,159.14062
2.7,10,-5.86,1.64,-12.7,31.11,-0.1507,-1.623,0,-13.13,157.625
3.47,13.56,-3.42,2.69,-6.26,48.92,-0.14,-1.366,0,-22.07,156.32812
2.03,8.34,-5.5,1.17,-17.24,22.44,-0.1323,-1.966,0,-22.16,154.99219
-4.24,0.36,-7.77,-4.2,-21.43,24.8,-0.0989,-1.336,0,-31.79,153.60938
0.04,6.2,-7.56,-2.11,-17.38,25.59,-0.1137,-1.503,0,-13.75,152.14062
0.71,7.42,-5.68,-1.01,-16.21,26.89,-0.1269,-1.493,0,-11.35,150.67188
1.35,10,-5.85,-0.59,-16.58,24.91,-0.1366,-1.365,0,-20.92,149.19531
-1.28,4.76,-8.78,-2.49,-16.41,30.55,-0.1078,-1.562,0,-21.3,147.71094
-0.38,5.6,-8.34,-0.55,-15.04,32.07,-0.1111,-1.456,0,-7.67,146.28906
-0.59,7.2,-7.11,-0.52,-15.38,31.67,-0.1172,-1.369,0,-6.48,145.02344
-5.21,-0.62,-10.08,-4.3,-16.35,41.21,-0.0737,-1.071,0,-7.83,143.85938
-8.67,-3.91,-15.38,-7.23,-25.29,24.71,-0.0776,-1.152,0,-31.05,142.67969
-11.57,-8.57,-15.51,-11.36,-29.23,21.62,-0.0467,-0.867,0,-40.14,141.51562
-7.88,-3.13,-15.14,-7.81,-25.41,22.98,-0.056,-0.894,0,-31.94,140.32031
-4.6,2.62,-10.21,-5.33,-24.58,19.27,-0.071,-0.948,0,-33.63,139.03125
-1.99,5.42,-10.15,-3.46,-20.22,23.3,-0.0759,-1.045,0,-32.19,137.64844
-0.82,5.77,-6.9,-3.63,-18.11,25.62,-0.0718,-1.189,0,-41.72,136.21875
-1.78,4.68,-7.43,-2.82,-16.81,30.69,-0.0625,-0.762,0,-21.97,134.85156
-0.43,8.25,-6.73,-2.01,-15.43,31.16,-0.0815,-0.971,0,-4.2,133.55469
-0.51,6.72,-5.57,-1.6,-13.11,37.91,-0.0721,-1.118,0,1.24,132.26562
-5.09,0.35,-10.68,-4.12,-19.82,30.4,-0.0615,-1.272,0,-12.87,130.98438
-6.79,-3.28,-10.67,-5.35,-26.33,19.42,-0.061,-1.159,0,-11.45,129.80469
-7.96,-3.12,-13.28,-8.29,-16.87,48.72,-0.0497,-0.835,0.21,-14.34,128.71875
-5.11,2.28,-13.6,-5.68,-16.36,40.86,-0.0653,-0.882,0,-10.3,127.61719
-3.64,3.05,-9.22,-4.79,-17.22,34.01,-0.0641,-1.062,0,-13.78,126.39844
-3.29,1.25,-9.29,-3.05,-16.83,34.26,-0.0773,-0.969,0,-7.52,125.10156
-7.61,-3.69,-13.3,-7.44,-25.34,22.65,-0.0608,-1.248,0,-35.42,123.72656
-11.55,-7.59,-17.05,-10.96,-29.52,20.99,-0.047,-1.007,0,-49.08,122.38281
-12.21,-8.28,-17.13,-10.71,-28.19,25.08,-0.0461,-0.89,0,-43.02,121.14844
-8.17,-4.64,-16.28,-5.45,-25.98,22.31,-0.0633,-0.915,0,-30.01,120.02344
-7.61,-4.25,-12.45,-6.89,-14.09,59.67,-0.0424,-0.68,0.35,-9.7,118.96094
-9.56,-5.84,-13.67,-8.4,-13.37,73.73,-0.0419,-0.616,0.08,-8.51,117.875
-9.18,-5.35,-13.35,-8.21,-17.3,51.67,-0.0682,-0.928,0.01,-19.96,116.765625
-12.29,-7.98,-16.99,-11.83,-22.27,43.11,-0.0832,-0.911,0,-45.83,115.65625
-11.23,-7.76,-17.23,-9.77,-20.27,47.19,-0.0533,-0.794,0,-36.77,114.546875
-8.11,-3.72,-13.89,-7.3,-18.73,42.1,-0.0736,-0.927,0,-17.16,113.421875
-9.27,-5.17,-14.71,-9.24,-20.04,41.2,-0.053,-0.946,0,-30.82,112.28125
-11.99,-8,-15.32,-10.95,-23.6,37.41,-0.0483,-0.798,0,-41.64,111.140625
-9.39,-4.48,-14.1,-8.49,-19.21,44.64,-0.055,-0.848,0.1,-18.35,110.015625
-10.3,-4.57,-15.9,-10.98,-21.85,38.18,-0.0605,-0.907,0,-24.82,108.90625
-7.95,-0.27,-15.93,-8.58,-20.42,35.98,-0.0771,-0.98,0,-18.79,107.8125
-6.06,0.12,-13.43,-6.98,-20.48,30.92,-0.0786,-1.034,0,-22.39,106.71875
-8.98,-3.27,-16.59,-8.69,-22.08,33.7,-0.0585,-1.08,0,-22.77,105.625
-12.39,-6.95,-18.04,-12.54,-24.9,34.39,-0.0535,-0.853,0,-46.43,104.546875
-11.31,-4.57,-17.78,-10.43,-24.14,33.76,-0.0654,-0.882,0,-33.1,103.53125
-11.94,-5.49,-17.07,-11.35,-23.37,38.05,-0.0548,-0.933,0,-32.85,102.546875
-9.99,-4.9,-17.29,-9.07,-23.97,30.85,-0.0537,-0.881,0.02,-19.18,101.578125
-9.04,-4.02,-14.14,-8.09,-22.32,33.16,-0.0572,-0.984,0.02,-15.06,100.578125
-7.94,-2.57,-12.84,-7.6,-20.83,34.67,-0.0698,-1.027,0,-10.68,99.578125
-7.16,-1.55,-14.2,-7.11,-19.14,37.78,-0.0671,-0.996,0,-3.07,98.578125
-7.99,-2.09,-15.05,-7.84,-22.24,30.76,-0.061,-1.287,0,-25.24,97.5625
-11.3,-5.19,-16.13,-11.21,-25.42,30.06,-0.0483,-1.001,0,-35.7,96.5625
-8.49,-2.26,-16.43,-7.91,-24.87,25.32,-0.0624,-0.958,0,-15.28,95.578125
-8.37,-1.4,-14.06,-8.59,-25.56,23.55,-0.059,-1.193,0,-30.18,94.609375
-6.14,-1.47,-13.61,-4.57,-23.41,24.07,-0.0733,-1.103,0.04,-10.03,93.671875
-6.21,-4.19,-10.28,-5.42,-13.47,56.36,-0.0487,-0.565,0.54,-6.37,92.734375
-10.24,-5.23,-16.03,-11.92,-20.91,41.24,-0.1347,-1.159,0,-25.05,91.765625
-10.96,-4.84,-16.58,-13.09,-22.93,36.57,-0.0549,-1.041,0,-35.74,90.8125
-10.29,-2.92,-16.41,-11.57,-24.35,30.54,-0.0529,-1.11,0,-42.99,89.90625
-7.8,-0.32,-15.41,-8.58,-24.05,25.81,-0.0593,-1.119,0,-25.58,89.0625
-6.73,1.12,-14.77,-6.79,-22.07,28.32,-0.065,-1.163,0,-38.09,88.21875
-4.45,3.09,-12.94,-5.13,-22.33,23.3,-0.0686,-1.487,0,-25.64,87.34375
-2.05,5.68,-8.62,-2.03,-19.9,24.06,-0.0776,-1.433,0,-7.42,86.4375
-1.35,5.84,-7.69,-1.61,-17.42,28.23,-0.0735,-1.599,0,-32.88,85.515625
0.73,10.15,-7.28,-1.16,-16.21,26.86,-0.0711,-1.548,0,-23.97,84.765625
1.97,8.01,-8.18,1.4,-15.92,25.17,-0.0843,-1.482,0,-28.44,86.203125
2.25,9.55,-5.13,0.73,-15.57,25.39,-0.0922,-1.961,0,-16.16,90.25
1.99,9.08,-5.3,1.6,-14.84,27.49,-0.093,-1.888,0,-15.98,93.71875
-1.06,1,-3.98,-1.45,-4.61,76.79,-0.0413,-0.652,0.39,3.96,96.625
-1.46,3.95,-6.85,-1.62,-8.37,59.29,-0.112,-1.606,0.07,-12.49,98.65625
-3.38,1.67,-7.35,-4.08,-15.48,38.61,-0.1024,-1.652,0,-32.4,98.8125
-3.26,0.48,-9.87,-3.21,-9.48,62.08,-0.2359,-0.984,0.2,4.05,97.15625
-7.14,-2.18,-13.15,-7.51,-20.56,33.35,-0.1758,-1.561,0,-37.48,94.75
-4.71,2.57,-13.32,-4.21,-19.25,31.03,-0.0946,-1.641,0,-37.64,92.3125
-1.61,2.29,-7.99,-1.01,-10.63,50.18,-0.1323,-1.551,0.11,0.4,90.09375
-0.15,6.46,-6.17,-0.43,-9.53,49.21,-0.1039,-1.546,0.02,-10.55,88.0625
-0.01,5.67,-5.62,-0.2,-14.67,32.18,-0.1382,-1.796,0,-31.8,86.21875
1.54,6.49,-3.68,1.81,-7.47,51.11,-0.1037,-1.319,0.05,1.39,85.96875
1.77,7.89,-3.58,1.64,-5.61,57.99,-0.1203,-1.353,0.09,11.2,87.3125
2.13,8.57,-3.57,3.36,-5.59,56.6,-0.1542,-1.69,0.16,3.9,90.625
4.15,8.62,-0.49,3.94,-4.48,53.36,-0.186,-1.937,0.23,-8.06,104.6875
4.55,12.28,-1.71,3.81,-3.32,56.63,-0.2661,-1.96,0.02,-8.69,136.1875
7.21,15.91,-0.89,5.68,-4.1,44.43,-0.4036,-2.421,0,-2.08,169.125
8.62,14.36,1.11,7.3,-8.5,28.81,-0.38,-2.384,0.01,9.41,190.9375
5.17,9.35,1.43,5.22,-1.88,60.35,-0.4205,-1.486,0.77,15.72,235.9375
1.82,3.54,0.58,3.12,0.69,92.15,-0.444,-0.506,0.92,12.45,301.5
2.25,4.08,-0.72,2.89,0.1,85.67,-0.4211,-0.647,0.84,4.82,333.8125
-2.66,0.52,-7.73,-2.78,-10.2,56.09,-0.5607,-1.55,0.08,-15.07,322.3125
-2.33,2.21,-6.88,-2.19,-11.16,50.71,-0.5969,-2.036,0,-20.31,285.78125
-0.75,5.22,-6.56,-0.6,-14.02,35.84,-0.6895,-2.046,0,-32.84,246.96875
-2.03,2.87,-6.63,-1.7,-15.51,34.82,-0.6147,-1.889,0,-42.58,215.4375
2.31,6.85,-5.7,3.52,-8.42,44.96,-0.8126,-2.425,0.06,-10.03,193.71875
3.43,7.98,-1.85,3.32,-10.68,34.75,-0.7581,-2.214,0,-23.37,189.03125
2.75,9.47,-3.37,1.63,-12.24,32.17,-0.8121,-2.555,0,-8.2,199.5
2.21,9.44,-3.45,1.6,-12.91,31.68,-0.804,-2.477,0,-2.21,196.0625
3.13,9.68,-3.88,3.3,-14.38,26.32,-0.8232,-2.617,0,-5.59,184.21875
0.5,7.36,-6.8,0.4,-17.4,24.71,-0.7093,-2.462,0,-27.24,173.84375
3.76,11.5,-4.75,4.38,-15.85,22.28,-0.824,-2.51,0,-18.25,167.875
6.94,16.43,-0.15,6.02,-10.59,27.4,-0.9592,-3.276,0,-7.31,185.09375
10.97,21.51,0.08,8.98,-6.64,28.43,-0.952,-3.626,0,-14.49,213.875
7.15,19.53,-2.91,9.39,-7.86,33.48,-1.0594,-3.695,0.08,8.92,251.09375
-1.09,1.24,-3.56,-1.17,-18.1,26.14,-0.5622,-2.658,0,-11.95,258.4375
-0.24,5.09,-5.47,-0.53,-18.99,22.79,-0.4946,-2.885,0,-14.39,236.09375
2.79,10.48,-3.86,3.97,-17.96,20,-0.6768,-2.819,0,-32.56,211.25
8.51,16.49,-0.79,8.2,-13.9,18.86,-0.7719,-3.866,0,-14,190.84375
4.83,7.99,0.59,4.76,-19.88,14.71,-0.4968,-3.301,0,-34.92,174.03125
2.17,6.93,-2.14,2.43,-7.81,47.59,-0.2671,-1.575,0.13,0.55,160.59375
1.74,5.71,-1.09,1.66,-8.65,45.98,-0.2743,-1.421,0,-6.19,150.03125
-0.73,2.8,-4.83,-0.28,-19.7,22.23,-0.4044,-2.565,0,-24.66,141.4375
0.19,7.27,-5.11,1.95,-18.83,22.38,-0.634,-2.884,0,-16.9,134.15625
1.58,9.42,-4.76,2.32,-20.37,17.73,-0.623,-3.362,0,-17.21,127.71875
0.27,6.3,-4.51,0.38,-20.73,18.89,-0.5652,-2.997,0,-26.57,121.96875
1.34,8.97,-5.33,2.08,-19.88,18.83,-0.6749,-2.968,0,-23.24,116.9375
3.49,10.78,-3.24,3.42,-19.07,17.32,-0.7035,-3.259,0,-15.57,112.5
4.3,11.69,-2.73,3.86,-19.14,16.25,-0.6488,-3.436,0,-23.84,108.625
7.12,14.9,-1.69,5.33,-18.1,14.62,-0.6662,-3.549,0,-25.03,105.4375
9.14,17.56,0.45,8.62,-15.9,15.32,-0.7636,-3.633,0,-22.38,102.78125
12.97,20.31,2.76,13.13,-5.17,27.86,-0.6593,-4.401,0,-0.64,100.75
15.93,21.87,8.04,16.39,1.19,36.79,-0.5775,-4.06,0,19.93,100.15625
8.05,12.57,4.79,8.53,5.57,84.33,-0.9337,-0.672,0.77,19.91,102.0625
5.31,9.46,1.63,4.72,0.4,70.59,-0.767,-1.676,0.39,-2.79,119.53125
6.81,12.7,1.53,7.98,-3.47,47.85,-1.2987,-3.104,0.05,-13.52,157.25
10.36,15.8,3.78,11.02,-5.12,33.25,-1.4352,-4.107,0,-14.23,182.09375
6.11,10.41,3.01,6.83,-1.92,56.34,-0.9566,-2.284,0.39,9.32,186.5625
9.76,15.07,3.57,9.64,-3.68,38.56,-1.4679,-3.61,0.17,0.68,177.25
8.63,13.77,1.48,7.75,-10.62,24.38,-1.3959,-4.28,0,-10.04,167.875
9.77,17.29,2.53,9.42,-9.16,25.32,-1.4045,-4.392,0,0.4,157.71875
13.88,22.76,4.99,12.16,-10.18,17.81,-1.531,-5.241,0,-2.78,145.96875
7.76,13.75,1.49,5.4,-15.18,17.87,-0.7588,-3.89,0,-41.95,133.15625
11.02,18.88,2.56,11.43,-11.99,18.6,-1.0204,-4.095,0,-31.81,120.875
16.87,24.49,7.66,17.24,1.3,34.96,-0.7642,-4.648,0,6.06,111.09375
19.64,27.29,11.95,19.85,0.5,27.71,-0.6921,-5.131,0,12.15,104.5625
18.1,25.28,9.41,18.46,-11.28,12.47,-0.5679,-5.27,0,-3.66,100.6875
17.5,24.8,9.1,17.45,-9.66,14.72,-0.5149,-5.404,0,-1.91,98.1875
18.93,24.8,11.86,19.42,-3.22,22.04,-0.4651,-5.796,0,7.42,96.46875
14.57,21.07,6.84,14.47,-11.23,15.68,-0.393,-6.244,0,-16.66,95
13.36,20.84,6.47,13.5,-10.09,18.56,-0.4003,-5.257,0,-15.21,93.65625
17.81,25.3,9.7,19.05,-6.16,18.95,-0.495,-6.027,0,-10.75,92.375
14.85,22.77,10.24,16.32,7.71,62.28,-0.5195,-3.429,0.15,21.07,91.28125
14.52,20.99,7.62,13.97,-4.31,26.88,-1.1577,-5.569,0.07,-4.07,92.375
13.18,19.72,5.42,13.14,-7.7,22.64,-0.9754,-5.834,0,2.82,96.75
14.14,21.2,6.19,14.13,-6.91,22.61,-0.9193,-5.784,0,3.67,97.375
17.35,24.56,8.93,18.52,-5.39,20.67,-0.959,-5.565,0,3.95,95.03125
19.82,26.33,12.58,18.18,-0.33,25.81,-0.7002,-5.22,0,17.99,92.25
15.75,21.78,8.58,16.68,-8.76,17.65,-0.6306,-5.939,0,-0.57,89.71875
15.53,20.44,10.82,17.59,-7.5,19.75,-0.5366,-5.188,0,-0.97,87.90625
21.69,28.02,14.59,23.65,-0.03,23.51,-0.6686,-6.096,0,15.75,86.65625
17.96,25.35,9.42,17.76,-12.25,11.62,-0.4352,-6.719,0,-13.13,85.78125
15.25,20.14,10.28,15.19,-11.15,15.1,-0.3864,-6.48,0,-27.7,84.90625
15.36,20.54,9.93,17.95,-6.32,21.88,-0.4355,-5.005,0,-12.8,84
16.95,23.66,9.89,18.15,-5.33,21.3,-0.5713,-5.297,0,-3.86,83.1875
15.56,21.27,9.79,16.83,1.68,39.05,-0.4306,-4.466,0,12.11,82.59375
18.81,24.24,12.66,19.29,3.02,34.97,-0.791,-5.166,0,16.62,82.125
17.99,24.33,11.93,19.42,-8.92,15.13,-0.6063,-6.004,0,3.03,81.53125
18.97,23.88,13.68,21.34,-7.23,16.22,-0.65,-5.621,0,9.54,80.84375
22.99,29.57,16.88,25.07,7.77,37.61,-0.9352,-5.797,0.17,27.54,80.09375
17.73,22.55,13.9,17.8,13.9,78.28,-1.3686,-2.033,0.46,29.89,109.4375
13.29,15.82,11.86,12.59,11.46,88.66,-1.7443,-0.949,0.65,22.44,269.25
15.84,21.12,11.25,15.1,9.72,67,-2.2603,-3.666,0.14,8.29,435.6875
14.46,20.26,7.28,12.99,-1.86,32.39,-2.9624,-5.896,0,-9.26,514.40625
13.61,19.68,6.54,12.21,-5.1,26.88,-2.9022,-6.075,0,-30.8,513.125
15.3,21.67,8.34,15.79,-0.95,32.82,-2.6895,-4.98,0,-10.01,468.40625
18.21,25.38,12.07,18.53,-0.61,27.96,-3.0102,-5.653,0,3.51,409.96875
20.75,29.61,12.21,19.08,-0.25,24.5,-2.9809,-6.374,0,3.17,355.28125
21.77,27.97,15.51,21.81,-1.07,21.68,-2.8167,-6.41,0,-0.66,307.34375
23.59,31.72,15.72,21.18,-0.63,20.05,-2.413,-7.572,0,6.98,265.53125
22.77,31.34,16.77,23.11,4.89,31.24,-2.179,-7.336,0,7.63,228.75
17.17,23.9,12.04,19.57,8.54,56.8,-1.8436,-4.225,0,21.56,198.21875
12.61,15.25,9.31,13.39,2.6,50.47,-1.0706,-3.036,0,0.51,177.125
14.15,18.92,9.84,13.51,-3.35,29.6,-1.4104,-4.572,0,-35.38,165.625
15.31,21.72,7.84,16.3,-0.16,34.73,-1.8026,-4.667,0,-24.74,154.90625
19.02,24.5,11.76,20.77,0.78,29.4,-2.062,-6.188,0,-19.19,144.40625
18.87,23.53,12.98,20.3,2.16,32.75,-1.6417,-6.505,0,-0.91,134.6875
20.8,26.75,15.43,22.6,7.55,42.33,-1.5598,-6.073,0,21.89,125.8125
21.05,27.85,14.15,23.01,3.83,32.23,-1.8003,-6.17,0,12.75,118.53125
22.96,29.96,15.6,24.85,1.88,24.97,-1.8421,-6.822,0,10.54,113.1875
25.14,30.88,19.88,27.19,7.08,31.53,-1.3324,-8.041,0,6.28,109.34375
19.48,22.57,14.77,20.12,14.39,72.4,-1.1032,-3.487,0.12,15.81,106.84375
20.99,28.98,13.41,20.92,-1.14,22.62,-2.3644,-7.116,0,-2.04,107.6875
20.41,26.69,13.57,20.17,-0.35,24.86,-1.9213,-7.282,0,11.38,112.25
21.12,27.71,13.39,23.71,-0.82,22.98,-1.8039,-6.32,0,0.1,112.5
24.99,31.58,17.97,26.17,5.28,28.08,-1.5701,-7.689,0,16.91,110.375
24.77,32.42,16.55,27.29,3.95,25.95,-1.2316,-7.308,0,12.5,108
24.85,31.22,19.49,27.28,5.39,28.55,-0.851,-6.352,0,20.88,105.5
24.43,29.57,20.22,27.59,11.16,43.31,-0.8052,-7.147,0,22.61,103.21875
24.66,32.46,16.81,27.38,8.28,35.22,-1.2807,-7.19,0,25.17,101.53125
26.83,36.36,18.48,28.42,6.75,27.88,-1.785,-7.818,0,16.12,100.34375
25.67,31.1,21.61,27.07,5.28,26.98,-1.5038,-6.989,0,9.91,99.34375
20.38,24.21,15.31,20.55,10.56,53.23,-0.5961,-3.47,0,22.77,98.5625
23.83,30.97,17.07,26.79,8.98,38.81,-1.5941,-7.042,0,21.04,97.71875
23.72,29.31,17,24.51,3.62,26.99,-1.5361,-7.359,0,-9.66,96.84375
26.48,32.32,21.88,29.49,3.92,23.38,-1.4959,-7.465,0,20.98,96.03125
25.08,31,19.81,27.79,10.74,40.53,-1.1207,-7.415,0,29.29,95.125
26.7,32.62,20.77,29.91,11,37.44,-1.5124,-7.998,0,22.3,94.15625
27.6,33.7,22.29,31.09,11.61,37,-1.5229,-8.301,0,18.7,93.375
27.1,32.3,21.9,30.17,13.17,42.22,-1.3918,-7.217,0,22.99,92.90625
24.06,28.66,18.37,26.52,13.56,51.84,-1.1386,-5.43,0.01,25.42,92.65625
25.44,31.68,19.65,28.75,11.64,42.11,-1.6189,-6.522,0.01,15.1,92.21875
26.57,31.52,20.7,29.02,9.42,33.96,-1.4138,-7.927,0.01,10.15,91.53125
26.96,31.58,21.91,29.92,11.27,37.55,-1.2978,-8.361,0,22.6,90.71875
25.05,28.67,22.62,28.92,15.05,53.81,-0.8131,-5.869,0.07,30.08,89.9375
23.24,28.72,17.78,25.65,15.08,60.13,-0.9094,-4.37,0.02,25.18,89.34375
27.45,35.88,20.83,29.85,9.39,32.18,-2.495,-8.081,0,16.03,88.84375
24.51,30.97,18.53,28.03,12.8,48.03,-1.6664,-6.64,0.14,24.38,88.3125
22.46,26.08,19.5,25.23,13.26,56.01,-1.1733,-4.887,0.37,25.93,87.71875
22.79,26.98,18.82,26.75,14.2,58.34,-1.5142,-5.114,0.08,21.57,87.0625
21.96,28.07,16.58,25.47,10.91,49.46,-1.728,-5.067,0,24.33,87.28125
27.05,33.65,20.65,28.65,10.08,34.5,-2.2461,-7.659,0,12.43,90.75
28.42,33.45,23.49,30.51,13.45,39.77,-1.5859,-7.917,0.02,24.06,94.21875
28.49,32.21,24.74,31.85,16.44,48.03,-1.2747,-5.902,0,28.81,96.46875
26.27,31.21,21.24,29.02,15.94,52.97,-1.6479,-5.885,0.06,28.64,107.59375
21.34,22.55,20.63,22.2,19.34,88.4,-2.4831,-1.745,0.75,33.83,214.96875
23.52,26.81,21.07,23.17,18.78,74.76,-2.6789,-3.768,0.18,27.86,424.875
23.37,27.23,20.49,24.34,17.77,70.79,-3.1719,-4.554,0.06,25.68,600.90625
23.22,28.54,19.39,22.83,17.44,69.98,-2.6513,-3.781,0.1,14.82,669.75
22.75,27.6,15.28,22.68,13.12,54.52,-3.5381,-5.202,0,8.79,625.375
22.35,29.8,15.94,21.55,4.41,30.99,-4.5082,-7.801,0,9.63,537.8125
24.1,30.6,18.59,23.94,9.8,40.35,-3.7103,-6.935,0,16.82,461.03125
25.93,30.93,20.81,26.48,10.69,38.39,-2.7039,-5.083,0,21.12,400.4375
24.77,30.05,19.14,25.89,11.9,44.55,-3.0137,-6.104,0,25.97,349.04688
25.77,31.24,20.45,27.39,13.02,45.19,-3.0135,-6.831,0,28.12,305.07812
26.19,32.05,20.53,28.61,13.07,44.24,-3.0054,-6.989,0,22.71,266.64062
25.56,31.89,19.79,28.59,13.08,45.92,-2.2572,-5.825,0,25.54,233.60938
26.43,31.99,20.77,28.94,13.53,44.92,-2.8699,-7.594,0,27.92,205.96875
27.22,33.94,20.37,29.3,12.57,40.28,-2.623,-8.253,0,27.51,183.9375
26.46,34.07,20.25,29.66,13.4,44.48,-2.6992,-7.944,0,29.55,166.71875
24.55,31.01,19.32,28.49,15.66,57.68,-2.5893,-6.431,0.01,31.78,153.60938
22.72,29.16,18.04,26.11,16.24,66.83,-3.4341,-5.462,0.03,31.05,148.1875
23.35,27.39,19.32,24.98,16.42,65.05,-3.5209,-5.137,0.11,28.62,153.96875
24.37,28.82,20.44,26.33,17.05,63.68,-3.4902,-5.706,0.02,28.99,162.42188
24.96,30.39,20.45,26.87,17.32,62.53,-3.2616,-5.845,0.01,28.37,161.32812
25.93,30.29,21.75,27.72,17.39,59.3,-2.9472,-5.923,0.03,28.35,155.15625
27.66,32.82,23.11,28.36,18.29,56.65,-2.6539,-6.088,0.06,28.25,149
