AT,Tmax,Tmin,GF,DPT,RH,Evap,PET,LCC,K,runoff
-2.84,0.97,-9.48,-2.87,-12.65,46.71,-0.0957,-1.025,0,-4.95,114.75
-1.73,4.57,-7.22,-2.71,-8.46,60.04,-0.0805,-1.106,0,-2.76,113.5625
-2.53,3.79,-7.98,-2.8,-8.48,63.61,-0.0992,-0.973,0,-5.64,112.4375
-1.8,2.75,-8.01,-1.44,-10.81,50.15,-0.0923,-1.078,0,-8.32,111.3125
-0.97,3.65,-5.18,-1.59,-9.93,50.61,-0.0886,-1.027,0.01,8.04,110.21875
-1.12,3.98,-5.55,-1.82,-9.14,54.45,-0.1027,-1.139,0.06,9.84,109.15625
-1.25,1.56,-4.43,-1.23,-3.24,86.29,-0.0526,-0.513,0.69,11.39,108.09375
-1.26,2.72,-4.81,-2.15,-5.8,71.21,-0.1894,-0.767,0.52,8.9,107.0625
-1.35,3.56,-5.93,-2.2,-6.97,65.55,-0.1178,-1.001,0.36,2.71,105.96875
-2.29,3.75,-8.12,-2.8,-9.53,57.55,-0.1366,-1.272,0,-12.06,104.90625
-1.32,5.77,-7.67,-1.54,-10.28,50.48,-0.1716,-1.17,0,-11.94,103.875
-0.52,6.69,-7.23,-0.88,-11.85,42,-0.1982,-1.36,0,-9.4,102.8125
-1.11,2.07,-5.16,-0.88,-5.97,69.53,-0.0778,-0.653,0.3,8.23,101.78125
-3.7,2.81,-10.36,-4.51,-14.81,41.77,-0.3473,-1.611,0.03,-32,100.75
-1.35,6.5,-9.91,-2.76,-12.76,41.48,-0.1857,-1.663,0,-9.87,99.71875
-1.71,6.23,-7.99,-4.32,-13.74,39.33,-0.1672,-1.456,0,-9.55,98.71875
0.36,5.63,-5.75,-0.23,-4.89,67.78,-0.2436,-1.085,0.53,5.45,97.71875
-0.7,3.16,-3.89,-1.71,-4.45,75.73,-0.1639,-0.858,0.47,-3.78,96.71875
-0.25,5.02,-4.13,-1.68,-4.91,70.73,-0.287,-1.133,0.28,-8.75,95.75
-0.36,7.37,-6.45,-0.43,-7.05,60.58,-0.3342,-1.286,0,-13.41,94.8125
0.61,9.82,-6.23,0,-10.23,44.04,-0.4654,-1.555,0,-31.8,93.90625
2.99,13.29,-5.25,1.37,-9.79,38.48,-0.5553,-1.769,0,-11.74,93.84375
3.6,13.79,-4.09,2.81,-7.11,45.41,-0.618,-1.859,0,-7.85,102.78125
5.63,15.89,-3.56,4.44,-3.31,52.53,-0.6325,-1.952,0,-10.57,135.78125
6.32,16.49,-3.13,6.4,-8.03,34.96,-0.8574,-2.328,0,-7.25,204.96875
-4.88,-0.48,-11.46,-3.68,-18.68,33.02,-0.4714,-1.881,0,-23.91,285.125
-6.16,-2.35,-11.07,-5.15,-21.95,27.42,-0.2186,-1.672,0.05,-32.66,326.75
-3.61,1.98,-9.4,-3.18,-18.99,29.22,-0.256,-1.821,0,-24.16,314.5
-1.37,5.65,-7.01,-1.93,-16.73,29.97,-0.3433,-1.77,0,-26.4,278.40625
0.26,9.17,-6.33,0.13,-14.02,33.29,-0.3751,-1.673,0,-13.63,240.15625
2.29,9.79,-5.88,1.35,-14.22,28.31,-0.5022,-1.779,0,-12.58,207.71875
-0.69,3.37,-3.98,-1.28,-9.13,52.78,-0.2119,-1.006,0,-1.63,183.21875
0.92,8.09,-5.7,-0.03,-13.79,32.35,-0.4868,-2.219,0,-13.87,166.34375
2.17,9.1,-5.89,2.58,-13.43,30.45,-0.5794,-2.065,0,-7.89,155.3125
8.15,17.27,-0.59,6.62,-4.58,40.17,-0.6422,-2.554,0.01,-11.76,148.875
4.08,8.84,-2.05,2.82,1.4,82.67,-0.4701,-0.42,0.42,4.1,160.3125
5.73,13.43,-1.83,4.8,-3.65,50.9,-0.8217,-1.989,0.09,-11.24,234.4375
8.04,15.28,-0.55,9.43,0.02,56.89,-1.1888,-2.61,0.41,14.94,308.53125
2.8,4.06,1.95,2.55,1.61,91.86,-0.6273,-0.309,0.98,9.87,308.125
3.53,9.55,-0.17,4.42,1.03,83.69,-0.7941,-1.681,0.25,-17.88,310.375
6.31,11.87,0.09,6.21,-5.44,42.72,-1.2699,-2.876,0.03,-9.37,316.46875
3.93,8.26,-0.15,3.01,-13.91,25.85,-1.0058,-2.707,0,-31.52,291.8125
4.23,11.67,-3,3.82,-9.95,34.78,-1.1214,-2.743,0.01,-15.54,252.8125
0.89,6.64,-3.3,0.88,-15.39,28.42,-0.8597,-2.375,0,-14.2,221.46875
4.19,10.75,-2.93,4.81,-9.19,37.06,-0.9607,-2.368,0,-8.25,202.09375
7.06,12.37,0,6.86,-2.89,49.12,-0.8216,-2.614,0.08,4.48,187.8125
6.54,14.57,-0.51,5.55,-8.94,32.07,-0.9414,-2.777,0,-16.87,175.59375
9.13,16.75,-1.38,9.3,-8.32,28.23,-1.0662,-3.351,0.03,-7.13,165.46875
6.09,9.81,1.97,5.6,0.34,66.62,-0.7175,-1.007,0.43,13.1,157.59375
3.61,9.74,-2.52,2.55,-12.79,28.95,-0.8608,-2.968,0,-15.6,151.78125
2.94,9.84,-2.43,3,-16.43,22.5,-0.8747,-2.845,0,-9.86,149.0625
8.49,16.87,-1.33,8.12,-10.16,25.52,-1.0265,-3.213,0,4.21,146.625
7.54,12.75,2.03,7.08,-14.56,19.09,-0.712,-3.026,0,0.95,142.65625
3.62,9.21,-2.36,3.19,-17.1,20.27,-0.5481,-3.229,0,-11.72,138.3125
5.45,12.96,-1.41,4.5,-17.75,16.89,-0.5545,-3.545,0,-19.07,134.28125
9.29,15.44,-0.03,8.8,-13.87,17.93,-0.5526,-3.04,0,-16.5,130.78125
11.34,19.31,3.88,9.7,-19.87,9.45,-0.5396,-3.834,0,-15.53,127.75
10.28,20.72,0.32,10.2,-18.23,11.67,-0.5237,-3.83,0,-17.53,125
11.01,21.5,1.3,10.15,-17.8,11.53,-0.4293,-5.015,0,-27.87,122.375
11.42,19.25,2.79,11.68,-13.27,16.33,-0.3803,-4.148,0,-5.3,119.875
14.46,23.03,6.44,14.49,-11.3,15.69,-0.4652,-4.268,0,5.38,117.59375
12.08,19.3,5.23,9.97,-8.91,22.13,-0.2205,-3.348,0,-4.91,115.5
13.22,20.51,4.38,12.81,-13.53,14.21,-0.3829,-3.803,0,-11.29,113.59375
14.61,22.47,6.5,15.72,3.03,45.71,-0.5174,-4.135,0.01,12.84,111.9375
14.53,20.14,8.38,16.43,5.96,56.36,-0.7681,-3.344,0.01,16.95,111.40625
15.64,23.84,5.15,16.95,5.96,52.5,-1.005,-4.262,0.05,16.42,113.75
4.82,8.56,0.19,3.58,-5.25,48.05,-0.7077,-1.563,0.01,1.28,117.78125
6.11,11.36,1.35,7.37,-9.12,32.6,-0.6119,-3.309,0,-4.23,121.6875
7.45,11.21,3.75,7.6,-4.45,42.56,-0.4853,-2.612,0.26,8.86,121.875
9,15.43,4.44,11.12,-1.46,47.85,-0.6546,-3.38,0,-11.45,119.84375
11.88,17.07,4.86,13.47,-2.13,37.6,-0.6775,-3.785,0,-3.97,117.25
12.1,18.24,7.3,13.47,-9.17,21.67,-0.6156,-4.433,0,5.16,114.34375
5.4,8.93,3.23,5.39,1.32,74.97,-1.0106,-1.056,0.81,14.87,111.71875
7.87,13.85,3.15,8.17,-5.26,38.91,-1.1531,-3.453,0.12,-10.8,110.65625
10.51,17.68,3.81,10.71,-9.31,23.82,-1.1902,-3.917,0,-18.47,109.3125
13.79,21.34,6.13,14.47,-6.36,24.12,-1.2793,-4.479,0,3.27,107.28125
13.34,18.71,7.23,13.18,-3.05,31.9,-0.8645,-4.229,0,12,105.75
13.74,20.69,7.8,15.51,-2.93,31.36,-0.8498,-4.159,0,14.46,104.5
15.03,21.7,9.54,16.02,0.78,37.85,-0.6856,-4.53,0,17.98,103.4375
16.98,23.17,10.28,19.11,-3.33,24.73,-0.6754,-4.634,0,7.77,102.46875
12.22,20.52,5.37,16.13,1.49,47.85,-0.7555,-4.171,0.26,17.42,101.53125
5.4,8.18,2.54,6.22,2.1,79.27,-1.1019,-1.358,0.32,13.1,106.34375
8.37,14.59,1.72,8.28,-7.61,31.41,-1.4039,-3.975,0.01,-2.86,122.15625
10.65,18.92,2.25,9.95,-11.93,19.16,-1.5187,-4.617,0,-21.9,131.09375
13.7,20.98,5.72,14.1,-9.08,19.65,-1.5095,-4.79,0,0.99,129.21875
15.55,21.9,9.24,15.68,2.86,42.49,-1.2327,-4.233,0,15.7,122.84375
16.95,24.84,9,16.74,-3.33,24.77,-1.139,-4.877,0,0.57,116.15625
13.1,18.39,5.5,13.04,-7.49,23.14,-0.8492,-5.53,0,-26.84,110.15625
15.69,19.85,8.43,16.98,-7.92,18.92,-0.753,-4.942,0,-26.15,105.375
8.13,13.65,5.91,7.94,3.87,74.5,-1.0424,-1.446,0.6,7.6,102.3125
12.41,21.35,4.94,14.36,-1.02,39.39,-1.4083,-4.189,0.1,-9.04,103.71875
9.22,14.96,2.55,9.96,-11.71,21.46,-1.0455,-4.665,0,-33.31,110.8125
8.61,14.96,0.49,9.71,-15.28,16.72,-1.0284,-4.913,0,-20.09,113.71875
8,14.54,1.14,9.56,-18.13,13.73,-0.8917,-4.547,0,-22.81,112.46875
7.82,14.26,0,8.25,-19.3,12.58,-0.7312,-4.698,0,-32.72,110.125
13.21,21.44,5.57,13.06,-18.87,9.11,-0.8471,-5.362,0,-19.58,107.03125
17.08,24.46,9.42,16.11,-12.83,11.73,-0.7051,-5.981,0,-2.24,103.78125
18.27,26.01,10.47,17.93,-6.4,18.06,-0.6825,-6.03,0,8.52,101
16.33,23.72,9.17,18.91,-4.21,24.12,-0.5522,-5.033,0,-29.03,99.03125
20.31,28.08,13.31,21.86,2.02,29.66,-0.4823,-6.03,0,10.1,97.71875
22.52,30.75,14.48,24.6,1.16,24.35,-0.4756,-6.459,0,12.36,96.84375
23.34,32.9,14.04,25.64,-1.55,19.03,-0.5688,-6.107,0,3.83,96.15625
24.44,34.26,13.68,26.27,-3.29,15.65,-0.6375,-6.436,0,-0.27,95.40625
26.54,35.23,17.79,28.22,-1.7,15.54,-0.7131,-7.461,0,5.36,94.5
26.43,35.88,17.38,28.62,1.11,19.21,-0.695,-7.401,0.01,15.01,93.53125
16.71,22.23,11.8,18.12,12.19,74.61,-1.2843,-2.69,0.09,22.35,92.71875
19.4,25.66,14.82,22.19,8.88,50.54,-1.5898,-5.407,0,-0.21,94.03125
18.57,24.44,15.12,19.93,11.76,64.54,-1.6574,-4.242,0.49,25.1,97.34375
16.41,18.34,15.01,15.6,14.56,88.79,-0.8759,-0.835,0.29,24.37,107.53125
17.96,22.32,13.1,18.85,9.82,58.91,-2.7251,-4.453,0.19,19.99,129.9375
14.55,20.63,8.22,14.22,3.19,46.4,-2.1697,-3.96,0,6.43,141.6875
17.33,25.07,9.84,17.91,-3.66,23.58,-3.1189,-6.071,0,6.61,140.875
17.26,23.13,11.39,15.76,-7.35,17.9,-2.7259,-7.012,0,2.11,134.21875
19.38,27.37,12.04,19.96,-0.75,25.72,-2.7927,-6.152,0,4.92,124.90625
18.88,24.31,12.41,18.16,4.28,38.04,-1.6198,-4.731,0,8.9,115.78125
20.14,26.36,14.52,22,6.56,41.21,-2.2309,-5.789,0,15.77,108.625
21.36,29.47,14.77,21.82,10.06,48.46,-1.9566,-6.134,0,17.33,103.71875
19.7,26.98,11.07,20.22,-3.22,21.01,-2.1698,-7.422,0,0.29,100.75
18.09,25.53,11.34,19.08,-5.48,19.59,-1.8407,-7.955,0,-6.06,98.8125
18.56,25.32,11.74,18.79,-0.44,27.68,-1.4621,-6.258,0,-6.51,97.46875
20.6,27.75,12.21,23.14,0.32,25.78,-1.7068,-5.937,0,0.03,96.5
23.19,29.15,16.95,25.63,8.55,39.17,-1.3122,-6.62,0,14.37,95.71875
22.5,31.52,13.07,23.75,-0.61,21.45,-1.1508,-7.305,0,-3.18,95.0625
23.64,30.15,17.38,26.27,0.02,20.96,-1.359,-7.51,0,6.91,94.40625
20.2,24.81,13.24,21.59,-0.72,24.5,-0.8553,-7.297,0,-3.83,93.53125
20.28,25.15,14.24,22.14,2,29.68,-0.7665,-5.706,0,12.41,92.71875
20.46,27.63,11.47,22.88,2.09,29.54,-0.9519,-6.906,0,15.49,92
19.6,25.87,12.17,21.58,0.43,27.65,-0.9524,-6.755,0,18.28,91.28125
21.45,28.4,12.54,23.2,-1.76,21.02,-1.116,-7.042,0,14.89,90.625
23.48,30.43,14.84,24.81,-0.01,21.11,-1.3605,-7.655,0,15.59,89.875
22.63,29.64,16.12,24.55,5.72,33.38,-1.1039,-6.908,0,24.03,89.1875
16.1,21.89,11.69,17.46,10.5,69.36,-1.4115,-2.94,0.03,13.44,88.6875
19.04,25.52,13.59,21.08,0.75,29.31,-2.2605,-6.354,0,-1.04,88.5
22.77,29.65,17.24,22.32,0.83,23.44,-1.9332,-6.928,0,3.43,88.5625
23.49,31.26,15.27,25.11,2.28,24.88,-2.3341,-6.896,0,0.3,88.125
26.34,35.31,17.14,27.38,1.54,19.91,-2.1742,-7.944,0,5.15,87.1875
28.76,36.16,21.76,29.93,1.05,16.68,-1.8719,-8.838,0,9.4,86.21875
29.42,36.72,22.23,30.92,5.95,22.69,-1.5735,-9.305,0,16.46,85.34375
28.09,33.42,22.7,30.19,8.36,28.92,-1.1927,-9.221,0,12.59,84.53125
26.54,32.44,20.74,28.84,5.79,26.55,-1.0644,-8.05,0.01,11.07,83.78125
17.51,21.62,15.68,17.39,13.56,77.63,-1.5231,-2.105,0.28,25.06,83.1875
21.6,26.89,16.98,24.35,13.49,59.93,-1.5873,-5.115,0.04,21.31,84.03125
25.36,30.99,19.92,28.97,12.69,45.34,-1.9556,-6.021,0,20.35,86.15625
20.29,22.87,16.74,20.76,15.35,73.27,-0.8923,-2.561,0.28,18.89,86.78125
24.58,31.17,18.84,26.29,12.98,48.41,-1.8954,-5.577,0.01,16.88,87.625
22.96,28.76,14.44,23.43,2.63,26.34,-1.4331,-7.186,0,-1.37,89.96875
25.78,31.84,20.41,28.57,2.62,22.23,-1.6291,-6.633,0,8.72,92.8125
21.05,24.63,17.4,23.72,10.59,51.19,-0.913,-4.513,0.01,20.11,95.5
16.85,17.98,15.7,17.02,14.65,86.89,-1.3776,-0.97,0.19,24.98,96.65625
17.83,22.44,13.75,17.18,14.34,80.01,-1.1602,-1.702,0.1,21.2,99.53125
24.32,30.18,17.22,25.63,14.64,54.78,-3.5231,-5.763,0,22.11,104.28125
24.01,29.42,17.85,24.39,15.84,60.26,-3.0044,-6.196,0,19.42,104.46875
24.35,30.12,17.81,25.84,15.37,57.3,-2.7245,-6.07,0,20.14,103.09375
24.86,30.64,19.71,27.41,15.29,55.26,-2.6809,-6.489,0,16.39,101.40625
22.54,25.34,19.33,24.47,15.92,66.22,-1.4887,-4.41,0.04,24.56,98.59375
25.92,32.28,19.79,28.45,14.14,48.2,-2.8401,-6.609,0,26.62,95.3125
22.75,32.76,15.28,24.33,13.18,54.74,-2.2714,-5.892,0,22.77,92.46875
25.51,32.22,18.9,27.61,7.41,31.55,-3.0161,-7.002,0,10.27,90.40625
19.9,23.96,15.46,18.89,15.26,74.64,-1.0408,-2.433,0,15.43,89.0625
25.29,31.33,19.95,27.75,15.82,55.76,-2.1869,-5.831,0.01,25.06,87.96875
21.64,24.89,18.3,20.68,17.75,78.57,-1.5543,-1.999,0.25,27.86,87.3125
25.13,31.51,19.56,25.71,13.08,47.13,-3.3035,-7.184,0.09,24.45,88.15625
25.34,31.32,19.29,25.41,12.31,44.26,-2.476,-6.314,0,21.53,89.6875
24.77,30.87,18.95,27.56,13.68,50.08,-2.3869,-5.924,0,29.07,90.21875
24.12,31.01,17.25,27.84,13.69,52.1,-2.4811,-6.418,0,25.83,90.90625
23.94,30.1,19.27,25.96,16.77,64.18,-1.9112,-4.47,0,27.06,91.125
19.62,22.94,15.61,19.99,15.75,78.38,-2.0675,-2.909,0.02,24.64,92.03125
23.92,31.12,17.87,26.28,15.05,57.58,-3.6677,-6.753,0,23.75,94.6875
26.45,33.24,20.41,27.51,13.82,45.74,-3.6278,-6.701,0,22.41,95.8125
28.69,35.51,22.43,29.97,14.74,42.59,-3.3038,-7.299,0,27.04,96.1875
25.07,30.96,20.2,27.54,17.69,63.63,-2.2381,-5.797,0.02,28.49,96.71875
26.23,32.05,21.53,29.48,17.67,59.27,-3.49,-6.659,0.01,24.4,96.875
23.59,27.47,20.76,25.2,17.84,70.17,-1.9366,-4.389,0.02,28.8,96.078125
21.09,26.58,17.44,22.45,16.66,75.84,-1.6847,-2.836,0.04,26.29,93.4375
19.79,21.55,17.86,19,17.2,85.03,-0.837,-1.188,0.16,25.68,92.5625
23.6,27.37,20.51,24.73,17.34,67.93,-2.5134,-4.161,0.14,23.65,92.828125
22.93,27.34,17.94,24.39,16.37,66.51,-2.9989,-5.602,0.01,23.46,90.984375
24.96,29.71,20.29,27.08,16.68,60.06,-3.4661,-6.266,0.02,26.53,89.390625
25.17,30.73,20.99,27.97,17.59,62.83,-3.4529,-6.352,0.08,31.19,88.515625
21.69,25.36,18.87,24.27,18.09,79.96,-1.9791,-2.881,0.15,29.8,87.953125
21.04,24.74,16.35,22.14,17.17,78.58,-1.8072,-3.325,0.16,24.37,87.859375
23.99,30.32,17.66,23.99,9.7,40.33,-3.6755,-7.294,0,18.9,88.125
26.35,32.15,21.27,27.2,11.43,39.34,-3.4107,-7.654,0,15.12,88.1875
25.62,31.55,19.75,27.28,14.13,49.01,-2.6673,-7.487,0,20.72,87.96875
21.81,25.55,18.45,22.59,16.11,70.02,-1.8754,-3.904,0.04,20.31,87.390625
24.6,29.44,20.49,25.93,16.3,59.92,-1.9319,-4.823,0.2,23.35,86.890625
23.73,27.87,19.8,25.15,17.5,68.09,-1.6215,-4.166,0.23,26.49,88.15625
19.05,20.64,18.25,19.05,17.31,89.61,-1.1654,-1.135,0.58,27.04,92.828125
23.49,30.15,18.41,25.27,18.69,74.47,-3.4028,-5.679,0.18,27.1,100.625
26.45,32.79,20.82,27.85,18.15,60.31,-3.8556,-6.36,0.04,27.24,108.40625
27.01,31.63,23.1,27.53,19.55,63.68,-3.2755,-6.423,0.02,28.66,113.859375
27.45,32.65,22.04,29.03,19.26,60.95,-3.076,-6.425,0.01,26.48,117.484375
26.97,31.91,21.69,28.82,17.95,57.74,-2.7883,-6.762,0.07,22.64,119.5
27.76,31.94,24.15,28.8,20.02,62.8,-2.1997,-5.574,0.05,29.49,120.875
26.18,32.44,20.52,28.92,20.21,69.7,-2.0037,-5.401,0.07,29.69,122.125
27.95,33.53,22.61,29.99,18.6,56.8,-2.9046,-6.637,0.01,28.64,123.5
26.77,32.83,21.84,29.12,18.28,59.7,-3.1117,-5.948,0,30.97,122.90625
22.77,25.82,21.18,23.19,19.86,83.68,-2.0661,-1.823,0.23,32.25,314.98438
23.11,26.07,21.78,22.99,21.54,90.9,-2.18,-1.742,0.8,34.99,618.3594
21.72,23.22,20.5,22.08,20.37,92.07,-1.4386,-1.193,0.61,30.69,553.2656
25.12,30.61,20.63,25.05,20.24,74.36,-3.2324,-3.894,0.16,21.88,495.21875
23.62,28.59,18.73,25.19,20.51,82.73,-3.907,-4.598,0.16,25.61,421.71875
23.9,30.92,18.12,24.63,18.58,72.11,-4.6786,-5.709,0.06,26.71,347.46875
26.32,32.27,20.72,26.19,19.47,66.01,-4.6861,-5.715,0,23.69,293.29688
26.03,30.11,21.6,25.73,19.38,66.8,-3.7346,-4.921,0.01,17.57,257.70312
22.11,27.28,18.12,22.17,19.25,83.81,-2.3853,-2.72,0.27,24.43,229.875
23.37,30.53,18.88,23.25,17.6,70.03,-4.4085,-5.159,0,2.38,231.375
22.09,28.43,18.14,23.36,18.3,79.13,-3.2686,-3.51,0.22,21.17,257.51562
20.42,22.25,18.56,21.43,18.1,86.58,-2.4813,-2.922,0.47,29.06,282.3125
20.12,21.48,19.38,20.52,19.46,96.01,-0.8534,-0.619,0.6,32.91,361.1875
19.67,22.99,16.3,20.36,17.51,87.32,-2.7807,-2.349,0.84,30.88,453.59375
19.08,21.26,16.34,18.83,15.29,78.67,-2.5358,-3.086,0.31,17.85,517.1875
20.81,26,17.16,21.16,15.53,71.76,-3.3983,-4.008,0.1,18.34,553.5625
21.21,25.33,16.94,20.52,15.87,71.55,-3.2401,-4.013,0.28,16.65,557.8281
22.11,25.54,19.58,21.45,15.66,66.84,-3.473,-4.404,0.73,21.33,520.96875
21.94,24.49,19.93,21.6,17.92,77.96,-1.9751,-2.537,0.7,30.02,460.75
20.51,24.5,16.53,20.19,17.97,85.36,-1.9891,-1.966,0.55,27.62,420.29688
21.5,28.12,16.79,20.63,16.09,71.29,-4.0584,-4.962,0.08,13.62,490.125
22.45,30.66,16.46,22.79,14.55,60.95,-4.1975,-4.921,0.04,23.68,669.5
21.51,28.07,15.99,22.46,14.64,64.89,-4.0463,-4.739,0,24.71,750.6875
22.94,28.76,18.32,22.72,15.69,63.64,-3.9562,-4.73,0,12.7,710.1406
23.8,29.95,18.71,23.3,17.19,66.48,-4.0322,-4.958,0,24.52,640.875
23.95,30.22,18.56,23.87,16.46,62.91,-4.3464,-5.647,0.06,9.48,570.2344
18.37,21.15,16.32,18.55,14.28,77.02,-2.7665,-3.305,0.56,21.54,501.14062
19.49,25.12,14.99,18.27,13.13,66.66,-3.6208,-4.613,0.1,8.33,465.57812
19.22,26.47,14.02,18.9,12.1,63.35,-2.8126,-3.585,0.01,21.58,469.07812
18.31,24.83,11.78,17.62,8.9,54.17,-3.7407,-5.059,0,12.88,470.67188
18.94,26.92,12.26,18.06,9.08,52.71,-3.3893,-4.64,0,16.24,447.46875
20.28,28.99,13.27,19.94,8.64,47.09,-3.8572,-5.309,0,15.08,411.67188
20.39,26.76,15.11,19.75,10.63,53.45,-2.836,-4.103,0,8.84,368.20312
21.46,28.62,14.82,21.29,12.67,57.27,-3.4708,-4.877,0,24.22,324.23438
21.53,29.57,16.01,20.54,11.02,51.15,-3.4694,-5.011,0,14.17,287.10938
21.55,28.11,15.48,21.1,8.79,43.98,-3.514,-5.231,0,2.02,255.71875
20.67,24.99,16.63,21.88,12.08,57.83,-2.0101,-3.138,0,17.49,230.85938
20.16,26.72,13.89,18.88,7.88,45.06,-3.1408,-5.045,0,0.89,211.85938
19.89,26.37,14.3,20.19,9.36,50.66,-2.8836,-4.505,0,0.03,198.78125
20.79,25.29,17.03,20.68,13.79,64.24,-2.2335,-4.021,0.08,22.03,194.26562
19.57,23.62,16.81,20.29,14.84,74.12,-2.2286,-3.674,0.32,28.29,195.4375
18.4,22.61,15.48,19.36,16.04,86.12,-2.0906,-2.736,0.34,30.07,196.9375
17.08,24.86,9.91,16.34,6.3,49.02,-3.1624,-4.268,0.01,4.2,216.25
14.89,20.88,10.04,15.23,4.55,49.92,-3.1572,-4.573,0,-4.05,243.01562
15.42,23.32,8.63,16.15,5.12,50.23,-2.89,-4.045,0,9.18,252.96875
16.65,25.19,9.99,16.37,6.09,49.64,-3.0651,-4.534,0,-5.95,240.82031
18.53,25.62,11.58,18.35,7.58,48.87,-3.0217,-4.483,0,-1.47,219.64062
18.53,25.48,13.81,18.68,8.91,53.47,-3.0447,-5.124,0,9.41,200.42969
14.72,19.27,10.04,14.82,10.27,74.63,-0.9161,-1.646,0.06,16.16,185.92969
14.93,17.69,12.06,16.41,12.42,84.93,-1.1898,-1.619,0.33,23.46,175.65625
14.84,20.62,9.24,15.03,10.63,75.88,-2.0747,-2.756,0.13,14.66,174.16406
15.67,21.47,10.91,16.23,10.29,70.35,-2.1013,-3.092,0.08,0.53,181.8125
17.35,22.42,12.48,18.33,11.98,70.69,-1.559,-2.445,0.03,19.77,185.52344
16.63,19.72,13.41,15.68,12.53,76.75,-1.3115,-2.016,0.08,24.98,186.25781
18.09,22.02,14.79,17.62,11.51,65.42,-1.9201,-3.302,0.31,21.88,184.82812
15.92,18.23,14.42,15.57,13.79,87.14,-1.1644,-1.041,0.68,25,179.92188
16.29,19.83,13.83,15.8,13.84,85.39,-1.1655,-1.489,0.51,19.8,185.98438
16.19,19.11,11.66,15.71,12.81,80.36,-1.8425,-1.914,0.59,21.02,217.59375
11.94,17.67,6.29,11.79,2.73,53.21,-2.4509,-3.555,0,-6.69,284.21875
11.79,17.86,7.49,12.45,5.04,63.24,-2.147,-2.933,0,5.98,372.3203
11.83,19.04,4,11.6,0.54,45.86,-2.4982,-3.649,0,-6.56,416.1953
6.85,11.52,3.81,7.69,-5.47,41.07,-2.0558,-3.433,0,-38.49,398.39844
9.31,14.69,4.86,10.3,-1.03,48.38,-1.9929,-2.982,0,-4.57,352.03906
10.77,15.39,6.41,11.94,4.13,63.51,-1.3315,-2.047,0,4.12,312.53125
13.41,19.88,8.41,13.28,4.67,55.43,-2.1105,-3.356,0,0.54,278.54688
12.33,14.16,9.8,11.99,7.72,73.43,-0.7278,-1.337,0.48,9.89,250.00781
12.62,17.18,9.79,13.11,8.28,74.87,-1.3611,-2.194,0.16,4.48,228.01562
13.25,15.93,9.95,13.05,9.27,76.83,-0.9035,-1.568,0.33,16.84,213.51562
11.72,17.46,4.83,11.27,1.24,48.54,-1.5689,-2.958,0.13,6.15,203.97656
12.14,17.28,6.32,12.97,1.04,46.58,-1.7235,-2.826,0,9.21,196.16406
11.22,15.05,7.65,12.48,4.08,61.42,-0.9097,-1.544,0,6.68,188.8125
11.09,15.57,6.06,12.36,2,53.45,-1.6975,-2.891,0,-5.1,182.03906
11.72,17.28,6.47,12.53,3.33,56.34,-1.63,-2.71,0,5.59,176.53125
7.87,14.85,0.76,7.51,-3.22,45.38,-1.5174,-2.954,0,-24.69,172.47656
9.06,16.37,2.19,8.95,-2.51,44.14,-1.53,-2.752,0,-16.17,169.63281
8.75,16.06,2.48,8.3,-0.82,51,-0.9854,-1.891,0,5.79,167.54688
10.42,17.84,2.73,10.52,-2.9,39.12,-1.4766,-2.645,0,-3.98,165.71094
10.93,17.95,3.39,9.98,-3.59,35.91,-1.2281,-2.448,0,-2.3,163.92188
7.16,13.63,1.34,7.27,-8.05,32.96,-1.3154,-2.712,0,-1.88,162.07031
6.31,13.34,-0.13,5.08,-8.99,32.47,-1.1548,-2.794,0,-24.94,160.27344
8.35,16.1,0.73,7.31,-6.22,35,-1.1529,-2.392,0,-19.83,158.67188
11.82,18.44,2.55,11.39,0.92,47.18,-1.1212,-2.514,0.01,10.23,157.11719
12.74,19.17,6.82,11.91,3.26,52.45,-1.0304,-2.357,0,-2.42,155.60156
12.17,18.73,6.32,11.1,-8.07,23.5,-1.3058,-3.49,0,-4.06,154.24219
7.04,10.46,4.2,8,-5.04,41.89,-0.524,-1.553,0.04,4.99,152.91406
6.99,9.78,4.21,7.23,1.72,69.16,-0.4178,-1.117,0.44,13.5,151.60938
7.62,13.29,2.62,7.66,2.67,70.88,-0.7544,-1.8,0.22,-8.77,150.35938
9.82,14.77,2.27,10.84,4.09,67.49,-0.9956,-2.04,0.48,3.57,149.13281
7.85,13.26,3.21,6.1,-7.17,33.66,-0.9562,-2.741,0,-23.83,147.96875
7.45,14.84,1,5.91,-6.66,35.99,-0.8405,-2.35,0,-6.21,147.21094
4.43,11.75,-1.96,3.79,-9.11,36.66,-0.7757,-2.196,0,-16.04,146.34375
5.85,13.08,-2.46,6.03,-6.17,41.71,-0.7673,-1.988,0,-7.33,145.20312
9.76,14.87,1.41,9.06,-0.84,47.6,-0.6747,-1.813,0,2.53,144.01562
10.08,14.83,3.12,9.43,-0.2,48.82,-0.6168,-1.838,0.01,5.43,142.76562
7.83,15.46,2.37,6.15,-9.98,27.06,-0.7605,-2.538,0,-12.73,141.39844
7.2,15.36,0.02,5.41,-9.56,29.21,-0.6926,-2.49,0,-7.45,139.94531
